,original,second_part,lemma,genus,compound_forms,concept,definition,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment,article,full_definition
108,klimaklamauk,klamauk,klamauk,m,"['klimaklamauk', 'klimaklamauks']",abstraction,"['eine übermütige Komödie mit Verfolgungsjagden, Zusammenstößen und Scherzen', 'ein Ausdruck der Begrüßung']",[],,,"Counter({'Horst-Joachim Lüdecke': 1, 'Joe Romm': 1, 'Kevin Trenberth': 1, 'Naomi Seibt': 1, 'Greta Thunberg': 1})","Counter({'IPCC': 2, 'EIKE': 1})",,"['medial', 'politisch', 'unsachlich', 'politisch']",,0.0,,,0,4,0.0,0.0464972214860532,[],['politisch'],neutral,der,"Klimaklamauk, der
Der Begriff ""Klimaklamauk"" wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.05 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Wörter wie 'politisch' treten auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Horst-Joachim Lüdecke und Joe Romm. Im Kontext von ""Klimaklamauk"" erfolgt die Nennung folgender Organisation(en): IPCC, EIKE (Skeptiker Korpus).

Kollokationen: 'politisch' (Skeptiker Korpus) "
109,klimaklempner,klempner,klempner,m,"['klimaklempner', 'klimaklempnern', 'klimaklempners']",person,"['ein Handwerker, der Rohre, Armaturen und Geräte installiert und repariert']",[],,,Counter({'Wolfgang Kaufmann': 1}),"Counter({'Preußischen Allgemeinen Zeitung': 1, 'EIKE': 1})",,[],,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],related,der,"Klimaklempner, der
Der Begriff ""Klimaklempner"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaklempner"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell related konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Wolfgang Kaufmann. Im Kontext von ""Klimaklempner"" erfolgt die Nennung folgender Organisation(en): Preußischen Allgemeinen Zeitung, EIKE (Skeptiker Korpus)."
110,klimakleriker,kleriker,kleriker,m,"['klimaklerikers', 'klimakleriker', 'klimaklerikern']",person,['ein Mitglied des Klerus und ein geistliches Oberhaupt der christlichen Kirche'],[],,,,,,[],,0.0,,Fremdzuschreibung,0,2,0.0,0.0156966951518003,[],[],neutral,der,"Klimakleriker, der
Der Begriff ""Klimakleriker"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimakleriker"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
111,klimakollekte,kollekte,kollekte,f,"['klimakollekte', 'klimakollekten']",abstraction,[],[],,,Counter({'Susanne Luther': 1}),,,['kirchlich'],,0.0,,,0,1,0.0,0.0,[],[],negativ,die,"Klimakollekte, die
Der Begriff ""Klimakollekte"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Susanne Luther."
112,klimakolonialismus,kolonialismus,kolonialismus,m,['klimakolonialismus'],abstraction,[],[],"Counter({'Luisa Neubauer': 1, 'Klaus Kleber': 1, 'Markus Lanz': 1})","Counter({'heutejournal': 1, 'AFD': 1, 'Frankfurter Rundschau': 1, 'ZDF': 1, 'Die Grünen': 1})",,,[],,0.0,,,,1,0,0.0,0.0,[],[],neutral,der,"Klimakolonialismus, der
Der Begriff ""Klimakolonialismus"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Luisa Neubauer, Klaus Kleber. Im Kontext von ""Klimakolonialismus"" erfolgt die Nennung folgender Organisation(en): heutejournal, AFD (Vertreter Korpus)."
113,klimakommissar,kommissar,kommissar,m,"['klimakommissar', 'klimakommissars', 'klimakommissaren', 'klimakommissare']",person,['ein Regierungsbeamter'],[],"Counter({'Luisa Neubauer': 1, 'Greta Thunberg': 1, 'Adélaïde Charlier': 1, 'Anuna De Wever': 1})","Counter({'CDU': 1, 'GAP': 1, 'CSU': 1})",,"Counter({'DUH': 1, 'Tagesspiegel': 1})",[],[],0.0,0.0,Selbstzuschreibung,Fremdzuschreibung,1,0,0.0,0.0,[],[],neutral,der,"Klimakommissar, der
Der Begriff ""Klimakommissar"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimakommissar"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker und als Selbstzuschreibung im Vetreter Korpus. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Luisa Neubauer, Greta Thunberg. Im Kontext von ""Klimakommissar"" erfolgt die Nennung folgender Organisation(en): DUH, Tagesspiegel (Skeptiker Korpus) und CDU, GAP (Vertreter Korpus)."
114,klimakompetenz,kompetenz,kompetenz,f,"['klimakompetenzen', 'klimakompetenz']",abstraction,"['Aufmerksamkeit und Leitung, die Verantwortung für die Sicherheit beinhalten', 'Das psychologische Ergebnis von Wahrnehmung, Lernen und Schlussfolgern', 'die Eigenschaft, geeignet zu sein', None, None]",[],,,Counter({'Philipp Bovermann': 1}),,,['viel'],,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimakompetenz, die
Der Begriff ""Klimakompetenz"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Philipp Bovermann."
115,klimakonfusion,konfusion,konfusion,f,"['klimakonfusionen', 'klimakonfusion']",abstraction,"['ein Gefühl der Peinlichkeit, das einen verwirrt']",['verwirrung'],,,,,,[],,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimakonfusion, die
Der Begriff ""Klimakonfusion"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert.

Siehe auch: Klimaverwirrung"
116,klimakonklave,konklave,konklave,n,"['klimakonklave', 'klimakonklaves', 'klimakonklaven']",action,['eine vertrauliche oder geheime Sitzung'],[],,,"Counter({'Lord Monckton': 1, 'George Monbiot': 1})",,,['jung'],,0.0,,,0,2,0.0,0.0191856694893927,[],[],negativ,das,"Klimakonklave, das
Der Begriff ""Klimakonklave"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Lord Monckton und George Monbiot."
117,klimakonsens,konsens,konsens,m,"['klimakonsense', 'klimakonsens', 'klimakonsenses', 'klimakonsensen']",abstraction,"['Harmonie der Meinungen, Handlungen oder Charaktere von Menschen']",[],,"Counter({'SPD': 2, 'CDU': 2, 'FFF': 1, 'ravensburg': 1, 'GradZiel': 1, 'MAPA': 1, 'Scientists For Future': 1})","Counter({'Barack Obama': 2, 'Stefan Rahmstorf': 1, 'Angela Merkel': 1, 'Harald Lesch': 1})","Counter({'IOP': 2, 'NY Times': 1, 'FFF': 1, 'Spiegel Online': 1, 'IPCC': 1, 'Natural News': 1})",[],['angeblich'],0.0,0.5,,,2,3,0.0082929243285437,0.0300764987421918,"['Forderung', 'CDU']",[],neutral,der,"Klimakonsens, der
Der Begriff ""Klimakonsens"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 2 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.01 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barack Obama und Stefan Rahmstorf. Im Kontext von ""Klimakonsens"" erfolgt die Nennung folgender Organisation(en): IOP, NY Times (Skeptiker Korpus) und SPD, CDU (Vertreter Korpus).

Kollokationen:  'CDU', 'Forderung' (Vertreter Korpus)"
118,klimakonsortium,konsortium,konsortium,n,"['klimakonsortium', 'klimakonsortiums', 'klimakonsortien']",group,[],[],"Counter({'Peter Gleick': 1, 'Ed Hawkins': 1, 'Toralf Staud': 1, 'Nick Reimer': 1})","Counter({'Deutsche Meteorologische Gesellschaft': 4, 'IPCC': 4, 'DWD': 4, 'DMG': 4, 'Deutscher Wetterdienst': 3, 'Deutsches KlimaKonsortium': 2, 'Nationale Akademie der Wissenschaften': 1, 'Österreichische Akademie der Wissenschaften': 1, 'Australian Meteorological and Oceanographic Society': 1, 'SkepticalScience.com': 1, 'Federation of American Scientists - Federation of Australian Scientific and Technological Societies': 1, 'Academie des Sciences': 1, 'American Physical Society': 1, 'Accademia dei Lincei': 1, 'International Union for Quaternary Research': 1, 'Chinese Academy of Sciences': 1, 'European Federation of Geologists - European Geosciences': 1, 'National Academy of Sciences': 1, 'Academia Brasiliera de Ciencias': 1, 'Royal Society of Canada': 1, 'WissenschaftsAkademien': 1, 'American Institute of Physics - American Meteorological Society': 1, 'International Union of Geodesy and Geophysics - Leopoldina': 1, 'Royal Society of the UK': 1, 'Indian National Science Academy': 1, 'American Association for the Advancement of Science - American Astronomical Society': 1, 'Academia Mexicana de Ciencias': 1, 'Royal Society': 1, 'Deutsche Akademie der Naturforscher Leopoldina - Frankreich': 1, 'CCCA': 1, 'NCCS': 1, 'Climate Media Factory': 1, 'Kiepenheuer & Witsch': 1})",,"Counter({'EIKE': 1, 'DWD': 1, 'Deutscher Wetterdienstes': 1})","['deutsch', 'extrem', 'deutsch', 'deutsch', 'deutsch', 'deutsch', 'deutsch', 'deutsch']",['deutsch'],0.0,0.5,,,7,2,0.0442430619665561,0.0156966951518003,"['DKK', 'deutsch']",[],neutral,das,"Klimakonsortium, das
Der Begriff ""Klimakonsortium"" bezeichnet einen Zusammenschluss von Personen im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 7 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.04 für die Vertreter. Verwendet wird ""Klimakonsortium"" hierbei im Sinne einer  In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Subdiskurs der Klimaforschungsvertreter wird der Begriff von Wörtern wie 'deutsch' modifiziert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Peter Gleick, Ed Hawkins. Im Kontext von ""Klimakonsortium"" erfolgt die Nennung folgender Organisation(en): EIKE, DWD (Skeptiker Korpus) und Deutsche Meteorologische Gesellschaft, IPCC (Vertreter Korpus).

Kollokationen:  'DKK', 'deutsch' (Vertreter Korpus)"
119,klimakontrolle,kontrolle,kontrolle,f,"['klimakontrollen', 'klimakontrolle']",action,"['die Handlung der Inspektion oder Überprüfung', 'eine meist offizielle Abfrage mündlich oder schriftlich in einem Fachgebiet', 'Macht, zu beherrschen oder zu besiegen']",[],,,"Counter({'Greta Thunberg': 1, 'Angela Merkel': 1})","Counter({'CSU': 1, 'IPCC': 1})",,"['unbescheiden', 'höchst']",,0.0,,,0,3,0.0,0.0300764987421918,[],[],neutral,die,"Klimakontrolle, die
Der Begriff ""Klimakontrolle"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg und Angela Merkel. Im Kontext von ""Klimakontrolle"" erfolgt die Nennung folgender Organisation(en): CSU, IPCC (Skeptiker Korpus)."
120,klimakontroverse,kontroverse,kontroverse,f,"['klimakontroversen', 'klimakontroverse']",action,"['Dialog mit großer Nicht-Übereinstimmung.', 'eine umstrittene Sprechhandlung; ein Streitfall, bei dem starke Meinungsverschiedenheiten herrschen', 'eine Meinungsverschiedenheit']","['krieg', 'show']",,,,,,[],,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimakontroverse, die
Der Begriff ""Klimakontroverse"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert.

Siehe auch: Klimashow, Klimakrieg"
121,klimakreationismus,kreationismus,kreationismus,m,['klimakreationismus'],abstraction,[],[],,,Counter({'Ursula von der Leyen': 1}),,,[],,0.0,,,0,1,0.0,0.0,[],[],neutral,der,"Klimakreationismus, der
Der Begriff ""Klimakreationismus"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Ursula von der Leyen."
122,klimakreuzzug,kreuzzug,kreuzzug,m,"['klimakreuzzügen', 'klimakreuzzüge', 'klimakreuzzugs', 'klimakreuzzuge', 'klimakreuzzuges', 'klimakreuzzug']",action,['ein Box- oder Wrestlingkampf'],[],,,,,,[],,0.0,,,0,1,0.0,0.0,[],[],negativ,der,"Klimakreuzzug, der
Der Begriff ""Klimakreuzzug"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
123,klimakrieg,krieg,krieg,m,"['klimakrieg', 'klimakriege', 'klimakriegs', 'klimakriegen', 'klimakrieges']",action,"['Aktive Auseinandersetzung zwischen mindestens zwei Parteien wie Staaten, ethnischen oder sozialen Gruppen']","['kontroverse', 'show', 'krieg', 'krieger', 'krieg', 'krieger', 'krieg', 'krieger']",,,,,,['kein'],,0.1428571428571428,,,0,5,0.0,0.0564898091155786,[],[],neutral,der,"Klimakrieg, der
Der Begriff ""Klimakrieg"" wird in unserem Korpus 5 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.06 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert.

Siehe auch: Klimakrieger, Klimashow, Klimakontroverse"
124,klimakrieger,krieger,krieger,m,"['klimakriegers', 'klimakriegern', 'klimakrieger']",person,"['ein Streitender, der sich streitet', 'ursprünglich eine Person von adliger Geburt, die zu Waffen und Rittertum ausgebildet wurde; heute in Großbritannien eine Person, die vom Herrscher für persönliche Verdienste geehrt wird']","['streiter', 'krieg', 'krieger', 'krieg', 'krieger', 'krieger', 'krieg']",,,,,,['kein'],,0.0,,Fremdzuschreibung,0,2,0.0,0.0156966951518003,[],[],negativ,der,"Klimakrieger, der
Der Begriff ""Klimakrieger"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimakrieger"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert.

Siehe auch: Klimakrieg, Klimastreiter"
125,klimakritik,kritik,kritik,f,"['klimakritik', 'klimakritiken']",action,"['das endgültige Urteil in einem Gerichtsverfahren; der Akt der Urteilsverkündung auf der Grundlage der vorgelegten Beweise', 'eine ernsthafte Prüfung und Beurteilung einer Sache']","['kritik', 'kritiker', 'kritik', 'kritiker', 'kritik', 'kritiker']",,,,"Counter({'SPD': 1, 'Bundestag': 1, 'IPCC': 1, 'EIKE': 1})",,[],,0.0,,,0,1,0.0,0.0,[],[],negativ,die,"Klimakritik, die
Der Begriff ""Klimakritik"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimakritik"" erfolgt die Nennung folgender Organisation(en): SPD, Bundestag (Skeptiker Korpus).

Siehe auch: Klimakritiker"
126,klimakritiker,kritiker,kritiker,m,"['klimakritikers', 'klimakritikern', 'klimakritiker']",person,"['eine Autorität, die in der Lage ist, den Wert oder die Qualität zu beurteilen']","['kritik', 'kritiker', 'kritik', 'kritiker', 'kritik', 'kritiker']",,,,"Counter({'IPCC': 1, 'EIKE': 1})",,[],,0.0,,Selbstzuschreibung,0,2,0.0,0.0156966951518003,[],[],negativ,der,"Klimakritiker, der
Der Begriff ""Klimakritiker"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimakritiker"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimakritiker"" erfolgt die Nennung folgender Organisation(en): IPCC, EIKE (Skeptiker Korpus).

Siehe auch: Klimakritik"
127,klimakult,kult,kult,m,"['klimakult', 'klimakultes', 'klimakulten', 'klimakults', 'klimakulte']",abstraction,"['ein Interesse, das mit übertriebenem Eifer verfolgt wird', 'der Akt der Bewunderung']",[],,,"Counter({'Charlie Baker': 2, 'David Ismay': 2})","Counter({'EIKE': 4, 'Amnesty International': 2, 'Boston Herald': 1})",,"['mehr', 'erschwinglich']",,0.0,,,0,8,0.0,0.112180112461499,[],[],negativ,der,"Klimakult, der
Der Begriff ""Klimakult"" wird in unserem Korpus 8 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.11 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Charlie Baker und David Ismay. Im Kontext von ""Klimakult"" erfolgt die Nennung folgender Organisation(en): EIKE, Amnesty International (Skeptiker Korpus)."
128,klimakäse,käse,käse,m,"['klimakäsen', 'klimakäse', 'klimakäses']",abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'gefasel', 'quatsch', 'unfug', 'unsinn']",,,Counter({'Anne Hübner': 1}),Counter({'Antifa': 1}),,"['weiterhin', 'exklusiv']",,0.0,,,0,2,0.0,0.0191856694893927,[],[],negativ,der,"Klimakäse, der
Der Begriff ""Klimakäse"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Anne Hübner. Im Kontext von ""Klimakäse"" erfolgt die Nennung folgender Organisation(en): Antifa (Skeptiker Korpus).

Siehe auch: Klimagefasel, Klimaquatsch, Klimablödsinn, Klimaunsinn, Klimaunfug"
129,klimakönigin,königin,königin,f,"['klimakönigin', 'klimaköniginnen']",person,"['die Frau oder Witwe eines Königs', 'eine weibliche souveräne Herrscherin']",[],,,Counter({'Raimund Leistenschneider': 1}),,,[''],,1.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],neutral,die,"Klimakönigin, die
Der Begriff ""Klimakönigin"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimakönigin"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird in 100% der Fälle als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Raimund Leistenschneider."
130,klimalaie,laie,laie,m,"['klimalaien', 'klimalaie']",person,"['Jemand, der in einem Gebiet nicht gut ausgebildet ist.']",[],,,Counter({'Horst-Joachim Lüdecke': 1}),"Counter({'IPCC': 1, 'EIKE': 1})",,[],,0.0,,Fremdzuschreibung,0,2,0.0,0.0156966951518003,[],[],negativ,der,"Klimalaie, der
Der Begriff ""Klimalaie"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimalaie"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Horst-Joachim Lüdecke. Im Kontext von ""Klimalaie"" erfolgt die Nennung folgender Organisation(en): IPCC, EIKE (Skeptiker Korpus)."
131,klimaleidenschaftlichkeit,leidenschaftlichkeit,leidenschaftlichkeit,f,"['klimaleidenschaftlichkeiten', 'klimaleidenschaftlichkeit']",abstraction,['psychischer Antrieb'],[],,,,,,['groß'],,0.0,,,0,2,0.0,0.0191856694893927,[],[],neutral,die,"Klimaleidenschaftlichkeit, die
Der Begriff ""Klimaleidenschaftlichkeit"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
