;concept;origin;pattern;keyword;annotation
405;person;C2022;klimaalarmist;Leider vor fast leeren Reihen , weil sich selbst in der Weltuntergangssekte der Klimaalarmisten wohl kaum jemand für noch eine Predigt mit dem üblichen immer gleichen Inhalt interessierte .;External
407;person;C2022;klimaalarmist;Demgegenüber : Auf den Straßen des Landes und in den Köpfen der KlimaAlarmisten : Ausnahmezustand !;External
408;person;C2022;klimaalarmist;"Da wirken die „ VerzweiflungsTiraden "" der KlimaAlarmisten geradezu peinlich !";External
409;person;C2022;klimaalarmist;Es ist eigentlich nur noch peinlich , wenn KlimaAlarmisten daraus schließen : Es wird kälter , weil es wärmer wird ! ?;External
410;person;C2022;klimaalarmist;Roger Pielke , Jr . sprach bei der Anhörung Behauptungen von KlimaAlarmisten an , denen zufolge anthropogene CO2Emissionen mehr Extremwetter mit sich brächten .;External
413;person;C2022;klimaalarmist;"Jordan Peterson von der University of Toronto : „ Man kann den Daten nicht trauen "" , welche die Grundlage der Wissenschaft bilden , die von KlimaAlarmisten herangezogen werden , um von der Regierung Maßnahmen zu verlangen , den Verbrauch fossiler Treibstoffe zu beenden als Kampfmaßnahme gegen den Klimawandel .";External
414;person;C2022;klimaalarmist;Klimaalarmisten wollen Coronakrise als Blaupause f . . .;External
415;person;C2022;klimaalarmist;"Was aber folgte , nachdem die Globaltemperatur nach wieder anfing zu steigen , war das rasche Umsteigen der KlimaAlarmisten von der „ kommenden Eiszeit "" auf die „ gefährliche Erwärmung "" , die uns bevorstehen würde .";External
416;person;C2022;klimaalarmist;« Shellenbergers Erkenntnis : » Die Beweise sind überwältigend , dass unsere HochenergieZivilisation besser für Mensch und Natur ist als die NiedrigenergieZivilisation , zu der uns die KlimaAlarmisten zurückbringen würden .;External
417;person;C2022;klimaalarmist;Dort sitzen bekanntlich in prächtigen Räumen im PotsdamInstitut für Klimafolgenforschung Deutschlands oberste Klimaalarmisten ( Wetterexperte Kachelmann : » potsdämlich « ) und leben glänzend von Alarmrufen .;External
418;person;C2022;klimaalarmist;""" Der Stirbt nicht , der ist nur verloren , zusammen mit dem Malz , aber nur bei einigen Klimaalarmisten .";External
420;person;C2022;klimaalarmist;KlimaAlarmisten ignorieren unentwegt unsere Fähigkeit zur Anpassung .;External
421;person;C2022;klimaalarmist;Gerade im vorigen Jahrzehnt haben die KlimaAlarmisten erfolgreich Gelder der Weltbank und ähnlicher Institutionen umgelenkt , weg von der wirtschaftlichen Entwicklung und hin zu vermeintlich wohltätigen Zwecken , wie z.B .;External
422;person;C2022;klimaalarmist;Und so kommt es , dass Klimaalarmisten , das IPCC und all die oben Genannten davon ausgehen , dass die Erde eine Scheibe ist .;External
424;person;C2022;klimaalarmist;Mit anderen Worten , würden die Klimamodelle , die derzeit wieder von Politdarstellern und Klimaalarmisten genutzt werden , um sich als schockiert zu inszenieren und Panik zu verbreiten , damit der geplante Raub von Freiheitsrechten und die Steuererhöhungen problemlos durchgesetzt werden können , nicht annehmen , dass die Erde eine Scheibe ist , sondern korrekt annehmen , dass die Erde sphärisch ist , dann würde sich der Effekt , der derzeit Menschen zugeschrieben wird , in diesen Modellen um % verringern .;External
429;person;C2022;klimaalarmist;Das Blöde ist doch nur für die Klimaalarmisten , dass man mit der wissenschaftlich korrekten Aussage „ Bei weiterer Erwärmung wird es bei uns weniger Stürme geben !;External
430;person;C2022;klimaalarmist;"„ Extreme Kälte : Kanadischer Zoo holt sogar die Pinguine nach drinnen "" Warum haben die Klimaalarmisten so einen großen Erfolg ?";External
431;person;C2022;klimaalarmist;Diese Debatte , wie auch sehr , sehr viele anderen , zeigt es exemplarisch : - Die Klimaalarmisten verbreiten einfache Botschaften !;External
434;person;C2022;klimaalarmist;"„ Extreme Kälte : Kanadischer Zoo holt sogar die Pinguine nach drinnen "" - kanadischerzooholtpinguinerein - weilesdraussenzukaltist7805724 . html Diese Debatte , wie auch sehr , sehr viele anderen , zeigt es exemplarisch : - Die Klimaalarmisten verbreiten einfache Botschaften !";External
435;person;C2022;klimaalarmist;"Bei einer letzten Debatte in ZON verstieg sich einer der Klimaalarmisten zu der Behauptung , nur die Abweichung sei wichtig , ob nun von K , oder K , sei völlig belanglos - und bekam jede Mengen „ Beifall "" !";External
436;person;C2022;klimaalarmist;Nicht nur von den Klimaalarmisten , leider auch von vielen „ Skeptikern !;External
437;person;C2022;klimaalarmist;Die Reihe der TemperaturProphezeiungen der KlimaAlarmisten ist katastrophal schlecht Die meisten Menschen wissen nichts über Klimawissenschaft , und bei all dem Theater , das weltweit aufgeführt wird - wer kann ihnen das zum Vorwurf machen ?;External
438;person;C2022;klimaalarmist;Angesichts der endlosen Historie katastrophaler FalschProphezeiungen der KlimaAlarmisten lautet die Antwort eindeutig „ nein !;External
439;person;C2022;klimaalarmist;Prophezeiungen der KlimaAlarmisten bzgl .;External
440;person;C2022;klimaalarmist;Extremwetter und andere Krisen waren ebenfalls falsch Es ist üblich , dass die KlimaAlarmisten vorgeben , dass die globale Erwärmung eine Zunahme von ExtremwetterEreignissen zur Folge hätte und dass diese noch weiter zunehmen werden , einschließlich von Hurrikanen , und dass der Meeresspiegel eventuell so stark steigt , dass Großstädte an Küsten irgendwann überflutet und unbewohnbar werden .;External
441;person;C2022;klimaalarmist;Die KlimaAlarmisten machen die Menschen dafür verantwortlich , und die Skeptiker glauben , dass die Menschen dafür mehr oder weniger oder auch überhaupt nicht dafür verantwortlich sind .;External
442;person;C2022;klimaalarmist;Selbst wenn die Menschen ursächlich für ein etwas wärmeres Klima wären , ist das nicht notwendigerweise etwas Schlechtes Die zugrunde liegende Hypothese , welche fast alle KlimaAlarmisten lautstark vor sich her tragen ist , dass die Erwärmung schädlich , destruktiv und gefährlich ist .;External
443;person;C2022;klimaalarmist;Gründen , denke ich , das sich der gesunde Menschenverstand in nicht allzulanger Zeitgegenüber den Klimaalarmisten durchsetzen wird .;External
444;person;C2022;klimaalarmist;Das schiere Ausmaß der möglichen Veränderung ist atemberaubend Wenn eingefleischte Klimaalarmisten von ihren Simulationscomputern aufstehen und vor der Türe ihrer klimatisierten Räume vom normalen Klima überrascht werden , bekommen sie es schnell mit der Angst zu tun .;External
445;person;C2022;klimaalarmist;Im folgenden Artikel geht es um spektakuläre LaborExperimente prominenter KlimaAlarmisten , die kritisch hinterfragt werden sollen .;External
446;person;C2022;klimaalarmist;Die Experimente der prominenten KlimaAlarmisten sind reine Demonstrationen .;External
448;person;C2022;klimaalarmist;Diese werden von den Medien links liegen gelassen , weil sie nicht als KlimaAlarmisten taugen .;External
449;person;C2022;klimaalarmist;"Eine weitere wichtige „ gute Nachricht "" , die die Klimaalarmisten im Jahr als Tragödie darzustellen versuchten , findet sich in den zahlreichen Nachrichten über einen Bericht der Weltbank , dem zufolge Wasserknappheit im Nahen Osten - verursacht durch den vom Menschen verursachten Klimawandel - die Pflanzenproduktion bedroht .";External
450;person;C2022;klimaalarmist;Wie bei jedem Aufruhr brauchen die Klimaalarmisten nur einmal zu gewinnen .;External
451;person;C2022;klimaalarmist;Unter Anderem wird das im Bild oben gezeigte Buch empfohlen , von dem der Autor sagt ( neben anderen ) , dass , Klimaalarmisten nicht wollen , dass Sie dieses Buch lesen ' .;External
452;person;C2022;klimaalarmist;"In der Region habe sich der Meeresspiegel nicht wie von Klimaalarmisten angekündigt , erhöht , sondern vermindert . von AR Göhring Unsere Redaktion fand kürzlich in den unendlichen Weiten des Internets ein lustiges Video , das den englischhöflichen und durchaus charmanten Lord Monckton , seines Zeichens Wikipediageprüfter „ rechter Klimaleugner "" , im fachlichen Disput mit einer Anhängerin von Greenpeace , Klima & Co zeigt .";External
453;person;C2022;klimaalarmist;In der Region habe sich der Meeresspiegel nicht wie von Klimaalarmisten angekündigt , erhöht , sondern vermindert .;External
455;person;C2022;klimaalarmist;Daher fragen wir : Mit welchem Recht verweigern die EntsagungsAktivisten und die KlimaAlarmisten den notleidendsten Menschen den Zugang zu Strom und Treibstoff für Motoren , zu Arbeitsplätzen und einem besseren Leben ?;External
457;person;C2022;klimaalarmist;"Wie stehen die „ Klimaalarmisten "" da ?";External
458;person;C2022;klimaalarmist;Wie ein Hühnerhaufen - Tausende von Meinungen - Tausende Berechnungen - Tausende Argumente gegen die simple Behauptung der Klimaalarmisten !;External
459;person;C2022;klimaalarmist;""" - zeigt genau auf , wo die strategische Ausrichtung gegen diese Lügerei der Klimaalarmisten laufen sollte .";External
460;person;C2022;klimaalarmist;Ja , das ist das Problem - zu viele der Skeptiker glauben den Unsinn der Klimaalarmisten , wollen aber beweisen , dass es doch nicht so schlimm kommt !;External
462;person;C2022;klimaalarmist;"Demgegenüber gerieten die KlimaAlarmisten und deren meist „ grüngleichgeschaltete "" Medien in regelrechte KatastrophenVerzückung .";External
463;person;C2022;klimaalarmist;Liebes PIK und liebe KlimaAlarmisten , schaut Euch noch einmal die Herleitung des SB Gesetzes über die Thermodynamik an und dann , was Ihr daraus in Euren Klimamodellen macht .;External
464;person;C2022;klimaalarmist;Die Gehirnwäsche der Klimaalarmisten zeigt Wirkung : „ Wenn wir die Erde erwärmen können - können wir sie auch abkühlen !;External
466;person;C2022;klimaalarmist;Ein weiterer Mythos welchen die Klimaalarmisten und Klimafolgenforscher verbreiten ist , dass die Waldbrandgefahr mit dem Klimawandel und zunehmender Dürre steigt .;External
467;person;C2022;klimaalarmist;Wird es natürlich nicht , wie EIKELeser wissen , weil die Computermodelle der KlimaAlarmisten unterkomplex sind und alle Faktoren mit Ausnahme des atmosphärischen Kohlendioxid ignorieren .;External
515;person;C2022;klimabremser;"Wobei das Wort „ Klimabremser "" nicht mal in Anführungsstrichen steht .";External
516;person;C2022;klimabremser;"Wollen sie mal bitte mit ihren eigenen Worten erklären was ein „ Klimabremser "" sein soll ?";External
527;person;C2022;klimademagoge;DER SPIEGEL ist damals der KlimaDemagoge gewesen ( nicht Hasselmann ) , allerdings kann man dem Wissenschaftler Hasselmann spätestens heute den Vorwurf machen , damals dem SPIEGEL nicht nachdrücklich widersprochen zu haben … .;External
551;person;C2022;klimadonna;Wir haben doch schon eine Klimadonna mit Herz und Raute , die die Abschaltung sicherer Kraftwerke angeordnet hat .;External
552;person;C2022;klimadonna;Und als ein besonders ähnlich gläubiger Mensch wie unsere Pfarrerstochter und Klimakanzlerin ist er bisher auch noch nicht aufgefallen : Interessant wäre nun noch herauszufinden , was Marine Le Pen von der AGW - Theorie hält . : - ) Die Klimadonna interessiert ja anscheinend gar nichts , was provozieren könnte , diese Religion anzugreifen , sie knallt ja noch die Energiewende drauf !;External
553;person;C2022;klimadonna;Allerdings arbeitete Sarkozy mit der Klimadonna über Jahre und auch auch in diesem Feld zusammen .;External
555;person;C2022;klimadonna;"Zum Schluss wird es nämlich dann wieder so ausgehen , wie es schon immer für die opportunistische Macht MerkelUnion ausgegangen ist … . erst mit der „ Opposition "" zusammen das Feuer legen „ EEGEnergiewendeKernkraft Zwangsaustritt "" und dann es brennt in Form des Feuerwehrmann den rettenden Engel spielen und die Schuld den anderen Parteien in die Schuhe schieben . a ) eh momentan nicht viel zu verlieren haben b ) eine echte Alternative darstellen wollen zur alternativlosen Klimadonna & grünen Weltrettungsendsiegern .";External
573;person;C2022;klimafanatiker;Anstatt dass sich diese Klimafanatiker fragen würden : cui bono ?;External
574;person;C2022;klimafanatiker;Macht er sich eben damit zu einem gefundenen fressen fuer die Klimafanatiker ? , dass ja eben nicht diese Bedarfe erfuellt sein muessen , und damit die Anzahl erfordlicher Windturbinen eben weniger ist : so einfach laesst sich da nunmal nicht rechnen , wenn man nicht zuviel des Guten mit Millionen von Windkraftanlagen bauen zu tun haben will .;External
583;person;C2022;klimafreund;"Moderne Heuschrecken sind geschworene „ Klimafreunde "" Die für Eisbären begeisterten Schüler scheinen sich gar nicht dafür zu interessieren , dass die allerübelsten Heuschrecken heute in der Wall Street oder den Bankenvierteln anderer Finanzmetropolen sitzen und sich diebisch freuen , dass Kinder weltweit für ihre Profite trommeln .";External
593;person;P2022;klimagnom;In Deggendorf hat uns leider nicht nur Corona einen Strich durch die Rechnung gemacht , sondern auch Kunz der Klimagnom .;External
604;person;P2022;klimahysteriker;""" Nicht verwunderlich dass daher auch gerade die entsprechende Presse ( BILD etc . ) sich an der Kürung dieses Unwortes reibt und eine Diffamierung der Bürger sieht , „ die sich an den radikalen Auswüchsen der KlimaschutzBewegung stören "" Gemäß einem Kommentar in der „ Zeit "" , sind die wahren „ Klimahysteriker "" die Klimaleugner , deren „ Scheinrealität , in der nicht zuletzt die Gesetze der Physik pseudowissenschaftlich neu definiert werden "" zur „ Weigerung manch älterer Männer [ führt ] die Realitäten des Klimawandels anzuerkennen "" Leider sitzen solchermaßen ideologisierende Herren , wie das Kinderliedchen mit der Oma zeigt , auch ganz ganz oben im WDR ( oder der „ Welt "" ) , und unser Fallbeispiel offenbart doch auch ganz klar , wer wirklich die „ Hysteriker "" und irrational Empörten sind . . , jedenfalls nicht die Klimabewegung und nicht FFF !";External
607;person;P2022;klimakanzler;Ihr alle seid oder werdet auch Wähler , informiert Euch über die Programme der Parteien und trefft eine kompetente Wahl , spätestens geht Merkel , vielleicht kann man ja eine ( n ) echte ( n ) Klimakanzler ( in ) wählen .;External
608;person;P2022;klimakanzler;Nach über Jahren Kanzlerschaft tritt Angela Merkel , die in Wahrheit nie eine Klimakanzlerin gewesen ist , nicht mehr zu Wahl an .;External
611;person;P2022;klimakanzler;"Ein Wahlkampf wo dies Thema faktisch unbedeutend war , und Merkel , die medial auserkorende „ Klimakanzlerin "" ( was ein Etikettenschwindel !";External
613;person;P2022;klimakanzler;"Die beschönigte Rede der ehemaligen „ Klimakanzlerin "" ist angesichts der vorangegangenen Entscheidungen und Taten wenig Wert .";External
615;person;P2022;klimakanzler;"Die Bundesregierung hat in all diesen Punkten versagt , obwohl sie seit fast Jahren doch angeblich von einer "" Klimakanzlerin "" geführt wird .";External
616;person;P2022;klimakanzler;"Bald danach stellt die „ Klimakanzlerin "" Angela Merkel das Klimapaket ihrer Kommission als großen Erfolg dar und erklärt scheinheilig : „ Wir alle haben den Weckruf der Jugend gehört "" Kommentare zu „ Woche / - How dare you ?";External
618;person;P2022;klimakanzlerin;Nach über Jahren Kanzlerschaft tritt Angela Merkel , die in Wahrheit nie eine Klimakanzlerin gewesen ist , nicht mehr zu Wahl an .;External
620;person;C2022;klimaführerin;"Es gilt der Spruch : Sprach der König zum Priester : „ Halt Du sie dumm ich mach sie arm "" An dieser Äußerung ist gut erkennbar für wie blöde die Klimaführerin ihr Volk hält .";External
621;person;P2022;klimakanzlerin;"Ein Wahlkampf wo dies Thema faktisch unbedeutend war , und Merkel , die medial auserkorende „ Klimakanzlerin "" ( was ein Etikettenschwindel !";External
621;person;C2022;klimagangster;) Womöglich wird es gegen die Klimagangster eines Tages sogar eine ganz offizielle Anklage geben , wenn sie die Welt oder zumindest einen maßgebenden Teil derselben in den Abgrund gestürzt und zahllose Menschen zu Opfern ihrer letztlich genozidalen Politik gemacht haben .;External
623;person;P2022;klimakanzlerin;"Die beschönigte Rede der ehemaligen „ Klimakanzlerin "" ist angesichts der vorangegangenen Entscheidungen und Taten wenig Wert .";External
624;person;P2022;klimakanzlerin;"Antje , Jahre , Kinder Merkel schlimmer als Trump : Titel finde ich nicht so toll , aber zur Verweigerungshaltung der „ Klimakanzlerin "" habe ich in der Frankfurter Rundschau vom ein aufschlussreiches Interview mit Michael Müller gelesen .";External
626;person;P2022;klimakanzlerin;"Bald danach stellt die „ Klimakanzlerin "" Angela Merkel das Klimapaket ihrer Kommission als großen Erfolg dar und erklärt scheinheilig : „ Wir alle haben den Weckruf der Jugend gehört "" Kommentare zu „ Woche / - How dare you ?";External
639;person;P2022;klimaleugner;Besondere Empfehlung auch für das Webinar am Freitag : Dann wird das Recherchekollektiv Correctiv ihre Klimaleugner * innenrecherche vorstellen .;External
641;person;P2022;klimaleugner;Die SPD könnte auch nur in einer linken Regierung , also GRR , wirklich pro Klima aktiv werden , die neoliberale FDP ist nicht weit von den völligen Klimaleugnern der AfD entfernt , auch in anderen Fragen des Humanismus . .;External
642;person;P2022;klimaleugner;"Wir denken , die Großdemos sollten zukünftig auch ab und zu am Wochenende stattfinden , denn : * viele Berufstätige werden bestimmt durch die normalen Arbeitszeiten von der Teilnahme abgehalten * wichtig ist gerade auch eine große Masse an Demonstrierenden , nicht nur der zivile Ungehorsam einiger * Samstags sind mehr Leute in der Stadt unterwegs , was die Wirkung erhöht * manche Schüler trauen sich nicht zu schwänzen * den Klimaleugnern würde so eine geschenkte Kritik genommen , dass es „ F4F nur um schulfrei ginge "" Was denkt Ihr darüber ?";External
643;person;P2022;klimaleugner;UndercoverRecherche zeigt Werbe- und Medienstrategien von Klimaleugner * innen Eine UndercoverRecherche der InvestigativPlattform Correctiv zeigt , wie Klimaleugner * innen versuchen Einfluss auf die Öffentlichkeit und auf Politiker * innen zu nehmen .;External
644;person;P2022;klimaleugner;Durch ihre Recherche konnten sie Verbindungen zu dem LobbyVerband ‚ Heartland ' in den USA aufdecken , der auch Klimaleugner * innen in Europa finanziell unterstützt und FalschNachrichten über die angeblich nichtexistente Klimakrise verbreitet .;External
645;person;P2022;klimaleugner;In den Gesprächen mit einem ChefStrategen von Heartland können die Journalist * innen von Verbindungen von sowohl EIKE als auch Heartland zu der AfD , von intransparenten Geldströmen und gezielten Strategien der Meinungsmache und Falschinformationen erfahren , mit denen die Klimaleugner * innen die öffentliche Debatte und politische Entscheidungen beeinflussen wollen .;External
647;person;P2022;klimaleugner;"Das werden wir nicht zulassen und rufen ganz Europa dazu auf mit uns auf die Straße zu gehen , damit Klimaleugner * innen , Bremser und die „ Ja , aber "" -Fraktionen aus den Parlamenten rausgewählt werden .";External
648;person;P2022;klimaleugner;Als DiplomIngenieur sollten Sie anstatt der AfD oder irgendwelchen anderen Klimaleugnern lieber der überwiegenden Mehrzahl der Klimaforscher glauben .;External
650;person;P2022;klimaleugner;Wenn Sie nach ihrer eigenen Angabe den Klimaleugnern nicht glauben , aber möglicherweise auch nicht daran , dass der aktuelle Klimawandel von uns selber verursacht wird und auch gestoppt werden kann , an wen oder was glauben Sie denn dann ?;External
652;person;P2022;klimaleugner;Letztlich ein weiteres Greta- , oder FFFBashing , auf unterschiedlichsten Ebenen , incl . des irren Kampfes gerade der Klimaleugner ( AfD ) und Klimaskeptiker ( Springerverlag , die Welt ) GEGEN eine Satire die ebenfalls letztlich ein Greta / FFFBashing zum Ausdruck brachte .;External
653;person;P2022;klimaleugner;"Also Klimaleugner wenden sich gegen eine Satire , die letztlich die Klimabewegung als „ Klimahysterie "" anprangert , dies deshalb , weil es diese verbohrten Ideologen von rechtsaußen intellektuell nicht verstanden haben , und einen Sündenbock , bzw . einen Aufhänger im Kampf gegen die „ Lügenpresse "" gesucht und gefunden haben .";External
654;person;P2022;klimaleugner;"Ich sehe da ein Muster einer einseitigen Berichterstattung , ganz im Sinne der Klimaleugner , oder wie im Fall Köhlers der Autoindustrie , denn eine Form des Leugnens der wissenschaftlichen Fakten zur bevorstehenden Klimakatastrophe besteht darin , diese Tatsachen ins lächerliche zu ziehen , in seiner Bedeutung herunter zuspielen , oder auch diese Bedrohungsszenarien als „ hysterisch "" zu bezeichnen ( wobei die Wurzel dieses Wortes , auch bei Freud , schon einen diskriminierenden Charakter hatte : Gegen Frauen ) Mir ist zB . nicht bekannt , dass die mE berechtigte Empörungs "" welle "" gegen Dieter Nuhr ( Satire , ARD , NDR ) wegen regelmäßiger Tiefschläge gegen Greta und FFF zu irgendwelchen Konsequenzen , oder gar einer Absetzung seiner Show geführt hätte .";External
655;person;P2022;klimaleugner;"Eine letztlich Frauenfeindliche Ideologie , die heute in ihrem gegenaufklärerischen Charakter „ gut "" zu den Bestrebungen der Klimaleugner passt , die notwendigen Klimaschutzmaßnahmen zu blockieren .";External
656;person;P2022;klimaleugner;""" Nicht verwunderlich dass daher auch gerade die entsprechende Presse ( BILD etc . ) sich an der Kürung dieses Unwortes reibt und eine Diffamierung der Bürger sieht , „ die sich an den radikalen Auswüchsen der KlimaschutzBewegung stören "" Gemäß einem Kommentar in der „ Zeit "" , sind die wahren „ Klimahysteriker "" die Klimaleugner , deren „ Scheinrealität , in der nicht zuletzt die Gesetze der Physik pseudowissenschaftlich neu definiert werden "" zur „ Weigerung manch älterer Männer [ führt ] die Realitäten des Klimawandels anzuerkennen "" Leider sitzen solchermaßen ideologisierende Herren , wie das Kinderliedchen mit der Oma zeigt , auch ganz ganz oben im WDR ( oder der „ Welt "" ) , und unser Fallbeispiel offenbart doch auch ganz klar , wer wirklich die „ Hysteriker "" und irrational Empörten sind . . , jedenfalls nicht die Klimabewegung und nicht FFF !";External
657;person;P2022;klimaleugner;Daher haben wir euch ein umfassendes , spannendes Programm auf die Beine gestellt und deswegen lohnt es sich mitzumachen : · Expert * innen vermitteln den neuesten Stand der wissenschaftlichen Erkenntnisse · Vielfältige Infos machen euch argumentationssicher gegen Klimaleugner * innen · Themen wie Rassismus , Feminismus und struktureller Diskriminierung werden behandelt · Interessante Berufsfelder werden aufgezeigt · Lösungsansätze für ökologische , soziale und ökonomische Probleme erarbeitet · Und ihr könnt engagierte Mitstreiter * innen kennenlernen !;External
659;person;P2022;klimaleugner;Mit Webinaren rund um den Klimawandel treten wir Klimaleugner * innen und fehlender Klimabildung in den Schulen entgegen und organisieren uns eigene , faktenbasierte , informierte KlimaGesellschaftsKrisenBildung .;External
661;person;P2022;klimaleugner;Vielmehr handelt es sich um ein Sammelbecken von Klimaleugner * innen , die aktiv gegen Klimaschutzmaßnahmen , Klimatolog * innen und Politiker * innen vorgehen und teils populistische , teils verschwörungstheoretische Ansichten vertreten .;External
662;person;P2022;klimaleugner;Dennoch gibt es Menschen , die sich wissenschaftlicher Erkenntnis verweigern : sogenannte Klimaleugner * innen .;External
663;person;P2022;klimaleugner;Doch klar ist : Hinter der vermeintlichen Skepsis der Klimaleugner * innen verbirgt sich pure Wissenschaftsfeindlichkeit .;External
665;person;P2022;klimaleugner;Die Gruppe der Klimaleugner * innen ist keinesfalls einheitlich .;External
666;person;P2022;klimaleugner;Um im Alltag einzelnen Klimaleugner * innen argumentativ zu begegnen , ist es sinnvoll , sich mit den verschiedenen Ausprägungen der Klimaleugnung auseinanderzusetzen .;External
667;person;P2022;klimaleugner;Für Klimaleugner * innen im Wortsinn ist die Existenz der menschengemachten Klimakrise nichts als eine Lüge .;External
669;person;P2022;klimaleugner;"So hat der ehemalige RWEVorstand Fritz Vahrenholt eines der StandardBücher ( „ Die kalte Sonne "" ) der Klimaleugner * innenSzene verfasst .";External
670;person;P2022;klimaleugner;Für das Gespräch mit Klimaleugner * innen bietet sich dasselbe Vorgehen an : wenige Fakten ausführlich erklären .;External
671;person;P2022;klimaleugner;Ein Gespräch mit Klimaleugner * innen ist sinnvoll und kann dabei ganz schön anstrengend sein .;External
673;person;P2022;klimaleugner;Es gibt auffällig viele Klimaleugner * innen sowohl in der gemäßigten als auch in der extremen Rechten .;External
674;person;P2022;klimaleugner;Klimaleugner * innen glauben den Aussagen des Weltklimarats nicht .;External
675;person;P2022;klimaleugner;Als Esoteriker spottet er über Esoteriker * innen und als Klimaleugner behauptet er , keiner zu sein .;External
676;person;P2022;klimaleugner;Rechte Parteien machen Klimaleugner * innen bewusst politische Angebote - Blog Postwachstum Postwachstumspositionen : Vereinnahmung von Rechts ? - KatapultMagazin Naturschutz der Nazis : Vogelkunde wie bei Hitler - Juli Guano Project Vogelschiss - Die Graphic Novel gegen Rechts - Juli POLIS Report der Deutschen Vereinigung für politische Bildung ( DVPB ) Kauhausen , Klara / Passeick , Yannick : Völkischer Klimaschutz ? !;External
677;person;P2022;klimaleugner;Dahinter steckt das wahltaktische Kalkül extrem rechter Kräfte , Klimaleugner * innen und Zweifler * innen an der Energiewende ein Angebot zu machen , genauso wie für Tätige im fossilen Energiesektor oder auch einfach nur Menschen in strukturschwachen Gebieten .;External
678;person;P2022;klimaleugner;"Weiterlesen Wo die Atomenergie ein Ausweg ist - rechte Parteien machen Klimaleugner * innen bewusst politische AngeboteDie neue MitteStudie "" Die geforderte Mitte "" der FriedrichEbertStiftung hat herausgefunden , dass jeweils etwa Prozent der Bevölkerung im Rechtsextremismus sowie im Klimawandel die größte Bedrohungen für die Gesellschaft sehen .";External
744;person;P2022;klimarealist;"In dieser wird Donald Trump unter den „ Top der Klimarealisten "" aufgeführt .";External
772;person;P2022;klimaschänder;"Wer das Klimapaket als „ Bankrotterklärung "" verurteilt , hat nicht verstanden und will nichts davon wissen , welche gemeine Räson dies Programm leitet und muss sich die Frage gefallen lassen , unter dem Signum des Ungenügendem des Klimapapiers letztlich die Gemeinheiten desselben m i t z u t r a g e n , welche sich allgemein wie folgt charakte- risieren lassen : Sowohl den amtlichen Klimarettern als auch ihren Kritikern , denen die klimapolitischen Maßnahmen nicht weit genug gehen , ist gemeinsam und damit als Skandal festzuhalten , dass sie unisono die Menschen , ob Betroffene / Opfer der kapitalistisch induzierten Klimazerstörung oder deren Betreiber in Gestalt der Verarbeiter fossiler Brennstoffe oder Hersteller / Verkäufer von motorisierten CO2Schleudern oder anderer mit fossilen Stoffen betriebener Gerätschaften wie Heizungen , als Klimaschänder in eine Reihe stellen .";External
776;person;P2022;klimaskeptiker;"Aus dem Inhalt : Faktencheck zum Konsens der Klimaforschung ; Warum unser Gehirn darauf programmiert ist , den Klimawandel zu ignorieren ; Widerlegen - aber richtig ; Eckart John : „ Ich war einmal ein ‚ Klimaskeptiker ' "" ; "" Wir müssen heraus aus unserer Blase !";External
777;person;P2022;klimaskeptiker;"Klimaskeptiker Jene akzeptieren die Datenlage nur insoweit dass eine zunehmende Erderwärmung stattfindet , bestreiten aber mit meist abstrusen Theorien deren Zusammenhang mit menschlichen Aktivitäten ( also den „ anthropogenen Klimawandel "" an sich ) , wie etwa dem Zusammenhang mit THG , insbesondere dem CO .";External
778;person;P2022;klimaskeptiker;"Mythen nicht wiederholen - dies verankert sie tiefer im Bewusstsein Der Physiker John Cook und der Psychologe Stephan Lewandowsky erklären darin auf kompakten neun Seiten , wie festgefasste Positionen von „ Klimaskeptikern "" am effektivsten hinterfragt werden können - und was man bei solchen Versuchen besser unterlassen sollte .";External
780;person;P2022;klimaskeptiker;Letztlich ein weiteres Greta- , oder FFFBashing , auf unterschiedlichsten Ebenen , incl . des irren Kampfes gerade der Klimaleugner ( AfD ) und Klimaskeptiker ( Springerverlag , die Welt ) GEGEN eine Satire die ebenfalls letztlich ein Greta / FFFBashing zum Ausdruck brachte .;External
782;person;P2022;klimaskeptiker;"Heimatschutz und Heimatversessenheit im Anthropozän - Richter , Simon : Die USA in den Zeiten des Trump : Klimawandelleugner an der Macht - Levi , Sebastian : Klimaskeptiker im Globalen Süden - Zwischen Nationalismus und legitimen Bedenken - Greffrath , Mathias : Geerdete Utopien - Heimat als Projekt , den Raum zu besiedeln , in dem wir immer schon sind - Sommer , Jörg : Das diffuse Dreieck : Heimat , Kultur , Nachhaltigkeit - Ibisch , Pierre L . : Eine Ökologie gegen Rechts - Von Ökosystemen Unsicherheit und Demut lernen - Brand , Ulrich ; Wissen , Markus : Nicht mehr auf Kosten anderer !";External
783;person;P2022;klimaskeptiker;"Selbst bezeichnen sie sich als „ Klimaskeptiker "" ( das Phänomen betrifft meist Männer * ) .";External
784;person;P2022;klimaskeptiker;( ) : Demokratische Herausforderungen durch Klimaskeptiker .;External
794;person;P2022;klimaverbrecher;Denn letztere kann mit ihren Streiks die Klimaverbrecher direkt in die Zange nehmen .;External
798;person;P2022;klimazerstörer;Klimazerstörer wie RWE enteignen und verstaatlichen .;External
800;person;P2022;klimazerstörer;Fragt sie welchen Einfluss sie nehmen können und ob sie sich für ihren Arbeitslohn eigentlich zu Komplizen der Klimazerstörer machen lassen .;External
