original,second_part,noun_forms,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_updated,con_updated,tfidf_pro,tfidf_con
klimakontrolle,kontrolle,"['kontrollen', 'kontrolle']",kontrolle,f,"['klimakontrollen', 'klimakontrolle']",,,[],['IPCC'],,"['unbescheiden', 'höchst']",positive,0.0,"['Klausur', 'Prüfung', 'Screening', 'Klassenarbeit', 'Contenance', 'Leistungsüberprüfung', 'Kontrolle', 'Haltung', 'Schularbeit', 'Lernerfolgskontrolle', 'Inspektion', 'Test', 'Leistungsnachweis', 'Sichtung', 'Arbeit', 'Überprüfung', 'Beherrschung', 'Schulaufgabe', 'Fassung', 'Begehung']","['Untersuchung', 'Prüfung', 'Analyse', 'kritische Auseinandersetzung', 'Prüfungsleistung', 'Ermittlung']","['Rastlosigkeit', 'Beweglichkeit', 'Regsamkeit', 'Betriebsamkeit', 'Unternehmungsgeist', 'Umtrieb', 'Rührigkeit', 'Geschäftigkeit', 'Aktivität']","['review', 'inspection', 'scrutiny', 'examination', 'investigation', 'investigating', 'work', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['die Handlung der Inspektion oder Überprüfung', 'eine meist offizielle Abfrage mündlich oder schriftlich in einem Fachgebiet', 'Macht, zu beherrschen oder zu besiegen']",[],[],kontroll,kontrol,kontrol,kontroll,,,,,,[],negative,0.0,neutral,,,,0.0,0,3,,0.0300764987421918,,,0,3,,0.0300764987421918,,2,,0.0300764987421918
klimakontroverse,kontroverse,"['kontroversen', 'kontroverse']",kontroverse,f,"['klimakontroversen', 'klimakontroverse']",,,[],[],,[],negative,0.0,"['Konflikt', 'Spannungsfeld', 'Streit', 'Dissens', 'Meinungsverschiedenheit', 'Gegensatz', 'Streitfrage', 'Kontroverse', 'Fehde', 'Auseinandersetzung']","['Diskussion', 'Dialog', 'Wortwechsel', 'Gespräch', 'Gedankenaustausch', 'Unterredung', 'Konversation', 'Aussprache', 'Austausch', 'Zwiegespräch', 'Zwiesprache', 'Unterhaltung']","['Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis', 'Verständigung', 'Austausch', 'Kommunikation']","['disagreement', 'speech act', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Dialog mit großer Nicht-Übereinstimmung.', 'eine umstrittene Sprechhandlung; ein Streitfall, bei dem starke Meinungsverschiedenheiten herrschen', 'eine Meinungsverschiedenheit']",[],"['krieg', 'show']",kontrov,kontrovers,kontrovers,kontrovers,,,,,,"['krieg', 'show']",negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimakreationismus,kreationismus,['kreationismus'],kreationismus,m,['klimakreationismus'],,,['Ursula von der Leyen'],[],,[],negative,0.0,[],[],[],,abstraction,[],[],[],kreationismu,kreationismu,kreationism,kreationismus,,,,,,[],negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimakreuzzug,kreuzzug,"['kreuzzügen', 'kreuzzüge', 'kreuzzugs', 'kreuzzuge', 'kreuzzuges', 'kreuzzug']",kreuzzug,m,"['klimakreuzzügen', 'klimakreuzzüge', 'klimakreuzzugs', 'klimakreuzzuge', 'klimakreuzzuges', 'klimakreuzzug']",,,[],[],,[],negative,0.0,"['Kampf', 'Kampagne', 'Feldzug', 'Propagandafeldzug', 'Kreuzzug']","['sich wagen', 'etwas riskieren', 'Risiken eingehen', 'Schicksal herausfordern', 'es darauf ankommen lassen', 'mutig sein', 'sich aus dem Fenster lehnen', 'auf schmalem Grat wandern', 'ganz schön mutig sein', 'es wissen wollen', 'sich auf dünnem Eis bewegen', 'mit dem Feuer spielen', 'Risiko eingehen', 'es auf einen Versuch ankommen lassen', 'Risiko auf sich nehmen', 'sich trauen']","['arbeiten', 'schaffen', 'sich betätigen', 'tätig sein', 'wirken', 'werken']","['pugilism', 'boxing', 'fisticuffs', 'contact sport', 'athletics', 'sport', 'recreation', 'diversion', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['ein Box- oder Wrestlingkampf'],[],[],kreuzzug,kreuzzug,kreuzzug,kreuzzug,,,,,,[],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimakrieg,krieg,"['krieg', 'kriege', 'kriegs', 'kriegen', 'krieges']",krieg,m,"['klimakrieg', 'klimakriege', 'klimakriegs', 'klimakriegen', 'klimakrieges']",,,[],[],,['kein'],positive,0.0,"['kriegsähnliche Zustände', 'militärische Option', 'Krieg', 'kriegerische Auseinandersetzung', 'bewaffnete Auseinandersetzung', 'die Fortsetzung der Politik mit anderen Mitteln', 'Orlog', 'Waffengang', 'Feldzug', 'bewaffneter Konflikt', 'militärische Auseinandersetzung', 'Kampfhandlungen', 'militärisch ausgetragener Konflikt']","['Konflikt', 'Streit', 'Kontroverse', 'Fehde', 'Auseinandersetzung']","['Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis', 'Verständigung', 'Austausch', 'Kommunikation']","['action', 'military action', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Aktive Auseinandersetzung zwischen mindestens zwei Parteien wie Staaten, ethnischen oder sozialen Gruppen']",[],"['kontroverse', 'show']",krieg,krieg,krieg,krieg,"['krieg', 'krieger']",,"['krieg', 'krieger']","['krieg', 'krieger']","['krieg', 'krieger']","['kontroverse', 'show', 'krieg', 'krieger', 'krieg', 'krieger', 'krieg', 'krieger']",neutral,-0.07692307692307693,neutral,,,,0.2,0,5,,0.0564898091155786,,,0,5,,0.0564898091155786,,5,,0.0564898091155786
klimakrieger,krieger,"['kriegers', 'kriegern', 'krieger']",krieger,m,"['klimakriegers', 'klimakriegern', 'klimakrieger']",,,[],[],,['kein'],negative,0.0,"['Kämpfer', 'Ritter', 'Soldat', 'Kämpe', 'Streiter', 'Recke', 'Krieger']",[],[],"['disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Streitender, der sich streitet', 'ursprünglich eine Person von adliger Geburt, die zu Waffen und Rittertum ausgebildet wurde; heute in Großbritannien eine Person, die vom Herrscher für persönliche Verdienste geehrt wird']",['streiter'],['streiter'],krieg,krieger,krieg,krieg,"['krieg', 'krieger']",,"['krieg', 'krieger']","['krieg', 'krieger']","['krieger', 'krieg']","['streiter', 'krieg', 'krieger', 'krieg', 'krieger', 'krieger', 'krieg']",negative,0.0,negative,,{'External'},,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimakritik,kritik,"['kritik', 'kritiken']",kritik,f,"['klimakritik', 'klimakritiken']",,,[],"['SPD', 'Bundestag']",,[],negative,0.0,"['Rezension', 'Einschätzung', 'Urteil', 'Durchsicht', 'Kritik', 'Beurteilung', 'Beanstandung', 'Bemängelung', 'Besprechung', 'kritische Würdigung']",[],[],"['judgement', 'assessment', 'judgment', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['das endgültige Urteil in einem Gerichtsverfahren; der Akt der Urteilsverkündung auf der Grundlage der vorgelegten Beweise', 'eine ernsthafte Prüfung und Beurteilung einer Sache']",[],[],kritik,kritik,kritik,kritik,"['kritik', 'kritiker']","['kritik', 'kritiker']","['kritik', 'kritiker']","['kritik', 'kritiker']",,"['kritik', 'kritiker', 'kritik', 'kritiker', 'kritik', 'kritiker']",negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimakritiker,kritiker,"['kritikers', 'kritikern', 'kritiker']",kritiker,m,"['klimakritikers', 'klimakritikern', 'klimakritiker']",,,[],"['EIKE', 'IPCC']",,[],negative,0.0,"['Zensurenverteiler', 'Bewerter', 'Besprecher', 'Begutachter', 'Zensor', 'Beurteiler', 'Rezensent', 'Kritiker']",[],[],"['authority', 'expert', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'authority', 'expert', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Autorität, die in der Lage ist, den Wert oder die Qualität zu beurteilen']",[],[],kritik,kritik,kritik,kritik,"['kritik', 'kritiker']","['kritik', 'kritiker']","['kritik', 'kritiker']","['kritik', 'kritiker']",,"['kritik', 'kritiker', 'kritik', 'kritiker', 'kritik', 'kritiker']",negative,0.0,negative,,{'Self'},,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimakult,kult,"['kult', 'kultes', 'kulten', 'kults', 'kulte']",kult,m,"['klimakult', 'klimakultes', 'klimakulten', 'klimakults', 'klimakulte']",,,"['Charlie Baker', 'David Ismay', 'Charlie Baker', 'David Ismay']","['Boston Herald', 'EIKE', 'Amnesty International', 'EIKE', 'Amnesty International', 'EIKE', 'EIKE']",,"['mehr', 'erschwinglich']",positive,0.0,"['Kultus', 'Anbetung', '(übertriebene) Verehrung', 'Kult', 'Vergötterung']","['Schwäche haben für', 'gut leiden können', 'gefallen', 'ins Herz schließen', 'gernhaben', 'verliebt sein', 'lieb haben', 'mögen', 'gut ausstehen können', 'liebhaben', 'mit jemandem können', 'Ein und Alles sein', 'sich hingezogen fühlen zu', 'für etwas übrig haben', 'liebgewonnen haben', 'einen Narren gefressen haben', 'gewogen sein', 'ins Herz geschlossen haben', 'lieb gewonnen haben', 'auf jemanden stehen', 'sympathisch finden', 'leiden mögen', 'ans Herz gewachsen', 'Gefallen finden an', 'in sein Herz geschlossen haben', 'vergöttern', 'lieben', 'eingenommen sein', 'mit jemandem gut können', 'sein Herz gehängt haben']","['mögen', 'Gefallen finden an', 'einen Narren gefressen haben', 'vergöttern', 'sympathisch finden', 'lieb haben', 'mit jemandem gut können', 'liebgewonnen haben', 'in sein Herz geschlossen haben', 'ins Herz schließen', 'lieb gewonnen haben', 'für etwas übrig haben', 'ans Herz gewachsen', 'leiden mögen', 'liebhaben', 'gut leiden können', 'mit jemandem können', 'gut ausstehen können', 'gernhaben', 'gewogen sein', 'gefallen', 'auf jemanden stehen', 'Ein und Alles sein', 'Schwäche haben für', 'eingenommen sein', 'verliebt sein', 'sich hingezogen fühlen zu', 'lieben', 'ins Herz geschlossen haben', 'sein Herz gehängt haben']","['fashion', 'style', 'trend', 'vogue', 'perceptiveness', 'taste', 'discernment', 'appreciation', 'discrimination', 'secernment', 'basic cognitive process', 'operation', 'process', 'cognitive operation', 'cognitive process', 'mental process', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Interesse, das mit übertriebenem Eifer verfolgt wird', 'der Akt der Bewunderung']",[],[],kul,kult,kult,kult,,,,,,[],negative,0.0,negative,,,,0.0,0,8,,0.112180112461499,,,0,8,,0.112180112461499,,8,,0.112180112461499
klimakäse,käse,"['käsen', 'käse', 'käses']",käse,m,"['klimakäsen', 'klimakäse', 'klimakäses']",,,['Anne Hübner'],['Antifa'],,"['weiterhin', 'exklusiv']",negative,0.0,"['Quark', 'Schmarrn', 'Quatsch', 'Fez', 'Kohl', 'Gewäsch', 'Unfug', 'Kokolores', 'Kiki', 'Schwachfug', 'Pipifax', 'Driss', 'Humbug', 'dummes Zeug', 'Käse', 'gequirlte Scheiße', 'Kappes', 'Firlefanz', 'Unsinn', 'Schmu', 'Sottise', 'Nonsense', 'Blech', 'Blödsinn', 'Gelaber', 'Krampf', 'Bullshit', 'Heckmeck', 'Widersinn', 'Gefasel', 'Scheiß', 'saudummes Zeug', 'Bockmist', 'Schmarren', 'Quatsch mit Soße', 'Stuss', 'Schmäh', 'geistiger Dünnschiss', 'Scheiße', 'Nonsens', 'dümmliches Gerede', 'Mist', 'Mumpitz', 'Pillepalle', 'geistiger Durchfall', 'Tinnef', 'Schmonzes', 'Schwachsinn', 'Geschwafel', 'Papperlapapp']","['leeres Gerede', 'Gewäsch', 'Geschwätz', 'Schmus', 'Geseire', 'Gemunkel', 'dummes Zeug', 'Geschwurbel', 'Sermon', 'hohle Phrasen', 'Geschwalle', 'Gelaber', 'Geplänkel', 'Luftblasen', 'Gefasel', 'Blabla', 'warme Worte', 'langweilige Rede', 'leere Worte', 'Gerede', 'Geblubber', 'Schein-Tiefsinn', 'Geschwafel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'quatsch', 'unfug', 'unsinn']","['blödsinn', 'gefasel', 'quatsch', 'unfug', 'unsinn']",kas,käse,käse,kas,,,,,,"['blödsinn', 'gefasel', 'quatsch', 'unfug', 'unsinn']",negative,-0.06,negative,,,,0.0,0,2,,0.0191856694893927,,,0,2,,0.0191856694893927,,2,,0.0191856694893927
klimakönigin,königin,"['königin', 'königinnen']",königin,f,"['klimakönigin', 'klimaköniginnen']",,,['Raimund Leistenschneider'],[],,[''],positive,0.0,"['Monarchin', 'Queen', 'Königin', 'Dame']",[],[],"['female aristocrat', 'blue blood', 'patrician', 'aristocrat', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'female aristocrat', 'blue blood', 'patrician', 'aristocrat', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['die Frau oder Witwe eines Königs', 'eine weibliche souveräne Herrscherin']",[],[],konigi,königin,königin,konigin,,,,,,[],positive,0.0,neutral,,{'External'},,1.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimalaie,laie,"['laien', 'laie']",laie,m,"['klimalaien', 'klimalaie']",,,['Horst-Joachim Lüdecke'],"['EIKE', 'IPCC']",,[],negative,0.0,"['hat keine Ahnung', 'Praktikant', 'Dilettant', 'Nichtfachmann', 'nicht vom Fach', 'Stümper', 'Murkser', 'Pfuscher', 'Laie', 'Anfänger', 'Amateur']",[],[],"['incompetent', 'incompetent person', 'unskilled person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'incompetent', 'incompetent person', 'unskilled person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['Jemand, der in einem Gebiet nicht gut ausgebildet ist.']",[],[],laie,laie,lai,laie,,,,,,[],negative,0.0,negative,,{'External'},,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimaleidenschaftlichkeit,leidenschaftlichkeit,"['leidenschaftlichkeiten', 'leidenschaftlichkeit']",leidenschaftlichkeit,f,"['klimaleidenschaftlichkeiten', 'klimaleidenschaftlichkeit']",,,[],[],,['groß'],neutral,0.0,"['Dynamik', 'Feuer', 'Passion', 'Heftigkeit', 'Leidenschaftlichkeit', 'Stärke', 'Tatkraft', 'Energeia', 'Eifer', 'Herzblut', 'innere Kraft', 'Leidenschaft', 'Verve', 'Energie']","['Motivation', 'Aufhänger', 'Reiz', 'Inzentiv', 'Stimulus', 'Anregung', 'Ansporn', 'Motivierung', 'Anreiz', 'Antrieb']","['Antrieb', 'Reiz', 'Motivation', 'Anregung', 'Anreiz', 'Ansporn', 'Inzentiv', 'Motivierung', 'Stimulus', 'Aufhänger']",[],abstraction,['psychischer Antrieb'],[],[],leidenschaftlichkei,leidenschaftlichkeit,leidenschaftlichkeit,leidenschaft,,,,,,[],negative,0.0,neutral,,,,0.0,0,2,,0.0191856694893927,,,0,2,,0.0191856694893927,,2,,0.0191856694893927
klimaleugner,leugner,"['leugner', 'leugners', 'leugnern']",leugner,m,"['klimaleugner', 'klimaleugners', 'klimaleugnern']","['Greta Thunberg', 'Greta Thunberg', 'Greta Thunberg', 'Wolfgang Peter', 'Tom Buhrow', 'Greta Thunberg', 'Armin Laschet', 'Tom Buhrow', 'Greta Thunberg', 'Armin Laschet', 'Tom Buhrow', 'Greta Thunberg', 'Armin Laschet', 'Tom Buhrow', 'Greta Thunberg', 'Dieter Nuhr', 'Greta Thunberg', 'Nina Janisch', 'Nina Janisch', 'Susanne Götze', 'Wolf Dieter Storl', 'Yannick Passeick', 'Jonas Voß', 'Ken Jebsen', 'Wolf Dieter Storl']","['SPD', 'AFD', 'FFF', 'FDP', 'FFF', 'BUND', 'FFF', 'EIKE', 'AFD', 'FFF', 'EIKE', 'AFD', 'FFF', 'EIKE', 'AFD', 'FFF', 'AFD', 'FH', 'AFD', 'FH', 'FFF', 'Springerpresse', 'AFD', 'WDR', 'UN', 'NDR', 'FFF', 'Springerpresse', 'AFD', 'WDR', 'UN', 'Parents for Future', 'NDR', 'FFF', 'NRWCDUMP', 'Union', 'Springerpresse', 'AFD', 'WDR', 'UN', 'Parents for Future', 'NDR', 'FFF', 'ZAP', 'WDR', 'ARD', 'NDR', 'FFF', 'WDR', 'WDR', 'FFF', 'Students for Future', 'PCS', 'Public Climate School', 'INSM', 'EIKE', 'EIKE', 'KlimaschutzOrganisationen', 'AFD', 'Heartland Institute', 'ZA', 'USamerikanische Institut', 'EIKE', 'PEGIDA', 'www.klimafakten.de', 'www.klimafakten.de', 'EIKE', 'AFD', 'EW', 'POLIS', 'FARN', 'TU Berlin', 'Deutschen Vereinigung für politische Bildung', 'KatapultMagazin', 'Netzwerks Solidarische Landwirtschaft e.V', 'Netzwerkes Solidarische Landwirtschaft', 'AFD', 'FriedrichEbertStiftung']","['Tuilaepa Sailele', 'Michael Mann', 'Barack Obama', 'Angela Merkel', 'Horst-Joachim Lüdecke', 'Michael Merrifield', 'Andreas Demmig', 'Fritz Vahrenholt', 'Stefan Rahmstorf', 'Fritz Vahrenholt', 'Stefan Rahmstorf', 'James Hansen', 'Sterling Burnett', 'Gerhard Gerlich', 'Stefan Rahmstorf', 'Michael Limburg', 'Michael Limburg', 'Michael Limburg', 'Harald Lesch', 'Stefan Rahmstorf', 'Hartmut Graßl', 'Claudia Kemfert', 'Nigel Calder', 'Hans Joachim Schellnhuber', 'Barbara Hendricks', 'Claudia Kemfert', 'Anton Hofreiter', 'Donald Trump', 'Claudia Kemfert', 'Bette Midler', 'Hans Joachim Schellnhuber', 'Angela Merkel', 'Greta Thunberg', 'Scott Pruitt', 'Barack Obama', 'Dieter Nuhr', 'Lisa Eckhart', 'Greta Thunberg', 'Hans Joachim Schellnhuber', 'Stefan Rahmstorf', 'Svenja Schulze', 'Greta Thunberg', 'Hans Joachim Schellnhuber', 'Stefan Rahmstorf', 'Svenja Schulze', 'Greta Thunberg', 'Greta Thunberg', 'Karsten Hilse', 'Karsten Hilse', 'Fritz Vahrenholt', 'Roy Spencer', 'Arnold Vaatz', 'Stefan Rahmstorf', 'Jan Veizer', 'Frank-Walter Steinmeier', 'Naomi Seibt', 'Achim Fahnenschild', 'Michael Limburg', 'Michael Limburg', 'Hans Joachim Schellnhuber', 'Tuilaepa Sailele', 'Bill McKibben', 'Marc Morano', 'Gerald Pesch', 'Wolfgang Thüne', 'Günter Leudinger', 'Günter Leudinger', 'Stefan Rahmstorf', 'Michael Mann', 'John Cook', 'Stephan Lewandowsky', 'Barack Obama', 'Nikolai Tesla', 'Angela Merkel', 'Michael Schnell', 'Lord Monckton', 'Eric Worrall', 'Eric Worrall', 'Luisa Neubauer', 'Luisa Neubauer', 'Anders Levermann', 'Bjørn Lomborg', 'Bjørn Lomborg', 'Hubert Lamb', 'Tuilaepa Sailele']","['EIKE', 'EIKE', 'Bayerisches Landesamt für Umwelt', 'PIK', 'ARD', 'IG Metall Organisation', 'EIKE', 'ARD', 'IG Metall Organisation', 'EIKE', 'PIK', 'IR', 'WUWT', 'DWD', 'EIKE', 'IPCC', 'IPCC', 'EIKE', 'The Toronto Sun', 'Tagesspiegel', 'Spiegel Online', 'Die Grünen', 'EIKE', 'Welt', 'EIKE', 'IPCC', 'Die Grünen', 'Bundestag', 'Bundestag', 'Tagesspiegel', 'Berliner Tagesspiegel', 'EIKE', 'AFD', 'Bundestag', 'AFD', 'Bundestag', 'Universität von East Anglia', 'BP', 'rbb', 'AFD', 'UN', 'EIKE', 'IPCC', 'ZDF', 'Die Grünen', 'EIKE', 'WIKIPEDIA', 'PIK', 'SPD', 'BUND', 'Bundesministerium für Wirtschaft und Energie', 'EIKE', 'NABU', 'Umweltbundesamt', 'Bund für Umwelt und Naturschutz', 'Greenpeace', 'Tesla', 'Deutsche Umwelthilfe', 'Linke', 'EIKE', 'EIKE', 'EIKE', 'AFD', 'Tesla', 'NY Times', 'TaxifahrerVereinigung', 'IndividualFahrzeuge', 'EIKE', 'rbb', 'wdr', 'EIKE', 'ARD', 'NDR', 'Bundestag', 'ARD', 'ARD', 'ARD', 'EIKE', 'EIKE', 'CDU', 'Universität Alabama', 'Mrd', 'Spektrum.de', 'EIKE', 'PIK', 'Der Spiegel', 'ZDF', 'AFD', 'AFD', 'EIKE', 'Der Spiegel', 'EIKE', 'WUWT', 'UN', 'T2', 'EIKE', 'EU', 'Der Spiegel', 'Der Spiegel', 'AWI', 'Bundestag', 'CNN', 'IPCC', 'Shell', 'Bundesamt für Energie', 'BfE', 'EIKE', 'SPD', 'CDU', 'Die Grünen', 'EIKE', 'Instituts für Paläogeophysik und Geodynamik', 'Greenpeace', 'Zentralinstitut für organische Chemie', 'IPCC', 'Universität Rostock', 'UN', 'Tagesspiegel', 'PG', 'FAS', 'IPCC']","['völlig', 'rechtsradikal', 'gerade', 'also', 'irrational', 'ökonomisch', 'sogenannter', 'einzeln', 'deutsch', 'vieler', 'auffällig']","['genannt', 'einflussreich', 'einiger', 'wirklich', 'heutig', 'sicher', 'kein', 'wirklich', 'bezahlt', 'ungeeignet', 'wohl', 'wahr', 'wahr', 'irreführend', 'notorisch', 'kein', 'genannt', 'kein', 'unwissend', 'vermeintlich', 'uneinsichtig', 'typisch', 'nur', 'heute', 'gewalttätige', 'nur', 'charmant', 'durchaus', 'rechter', 'kein']",positive,0.0,[],[],[],,person,[],[],[],leug,leugner,leugn,leugn,,,,,"['leugner', 'lüge']","['leugner', 'lüge']",positive,0.0,negative,{'External'},{'Self'},0.02702702702702703,0.44715447154471544,41,127,0.0957715652833177,0.964682720612848,['AfD'],"['EIKE', 'Todesstrafe', 'AfD', 'Erfindung', 'geben', 'fordern', 'befinden', 'sagen', 'Ausdruck', 'diffamier']",41,127,0.0957715652833177,0.964682720612848,37,123,0.0957715652833177,0.964682720612848
klimaleugnung,leugnung,"['leugnung', 'leugnungen']",leugnung,f,"['klimaleugnung', 'klimaleugnungen']","['Marion Andert', 'Ken Jebsen', 'Wolf Dieter Storl', 'Marion Andert', 'Wolf Dieter Storl']","['EIKE', 'KlimaschutzOrganisationen', 'AFD', 'demokratischen Natur- und Umweltschutzes', 'Fachstelle Radikalisierungsprävention', 'FARN', 'Naturfreunde', 'Naturfreundejugend Deutschlands', 'Demokratische Natur- und Umweltschützer', 'FARN', 'demokratischen Natur- und Umweltschutzes', 'Naturfreundejugend Deutschlands', 'Naturfreunde', 'Fachstelle Radikalisierungsprävention']","['Michael Mann', 'Eric Worrall']","['EIKE', 'AFD', 'EIKE', 'AFD']",['verschwörungslogisch'],['kämpferisch'],negative,0.0,[],[],[],,action,[],[],[],leugnung,leugnung,leugnung,leugnung,,,,,"['leugnung', 'leugner']","['leugnung', 'leugner']",negative,0.0,negative,,,0.0,0.4,11,5,0.0711669168518864,0.0629179442299147,"['Anastasiabewegung', 'Hintergrund', 'Sache', 'Klimaskepsis', 'Postwachstum']",,11,5,0.0711669168518864,0.0629179442299147,10,5,0.0711669168518864,0.0629179442299147
klimalobby,lobby,"['lobbys', 'lobby']",lobby,f,"['klimalobbys', 'klimalobby']",,,"['Mojib Latif', 'Stefan Rahmstorf', 'Benny Peiser', 'Naomi Oreskes']","['UN', 'IPCC', 'EIKE', 'Die Grünen', 'Universität Liverpool', 'Uni Mainz', 'PIK', 'IPCC', 'Caritas', 'Allianz', 'Erste Asset Management GmbH', 'Generali Group', 'Sparinvest', 'Stiftung Abendrot']",,[],negative,0.0,"['Verband', 'Lounge', 'Interessenorganisation', 'Vestibül', 'Interessengruppe', 'Foyer', 'Vorraum', 'Wandelhalle', 'Vorhalle', 'Union', 'Pressure-Group', 'Interessenverband', 'Empfangshalle', 'Lobby', 'Eingangshalle', 'Interessengemeinschaft', 'Interessensgruppe', 'Interessenvertretung', 'Interessensvertretung', 'Spezis', 'Verbindung']","['Gruppe', 'Körperschaft', 'Halle', 'Gesellschaft', 'Händelstadt']","['Gruppe', 'Gesellschaft', 'Körperschaft', 'Halle', 'Händelstadt']","['political entity', 'political unit', 'unit', 'social unit', 'organization', 'organisation', 'social group', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity', 'interest', 'interest group', 'social group', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",group,"['Gruppe von Personen, die versuchen, aktiv Einfluss auf die Gesetzgebung zu nehmen', 'ein großer Eingangs- oder Empfangsraum oder -bereich']",[],[],lobby,lobbi,lobby,lobby,,,,,,[],negative,0.0,neutral,,{'External'},,0.0,0,13,,0.171605392986456,,,0,13,,0.171605392986456,,12,,0.171605392986456
klimalösegeld,lösegeld,"['lösegeldern', 'lösegelde', 'lösegeld', 'lösegelder', 'lösegeldes', 'lösegelds']",lösegeld,n,"['klimalösegeldern', 'klimalösegelde', 'klimalösegeld', 'klimalösegelder', 'klimalösegeldes', 'klimalösegelds']",,,['Susanne Luther'],[],,[],negative,0.0,[],[],[],,abstraction,[],[],[],losegeld,lösegeld,lösegeld,losegeld,,,,,,[],negative,0.0,negative,,,,1.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
