original,second_part,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,concept,definition,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,article,full_definition
klimamacher,macher,macher,m,"['klimamachern', 'klimamacher', 'klimamachers']","Counter({'Rainer Klingholz': 1, 'Hartmut Graßl': 1, 'Claudia Kemfert': 1})","Counter({'Universität Oldenburg': 1, 'Weltorganisation für Meteorologie': 1})",,,Counter(),,positive,0.0,person,"['jede Einheit, die eine Wirkung hervorruft oder für Ereignisse oder Ergebnisse verantwortlich ist', 'eine Person, die handelt und Dinge erledigt']","['aktivist', 'demagoge', 'milliardär']",negative,0.0,neutral,nan,,0.0,0.0,1,0,0.0,0.0,[],[],der,"Klimamacher, der
Der Begriff ""Klimamacher"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Rainer Klingholz, Hartmut Graßl. Im Kontext von ""Klimamacher"" erfolgt die Nennung folgender Organisation(en): Universität Oldenburg, Weltorganisation für Meteorologie (Vertreter Korpus).

Siehe auch: Klimaaktivist, Klimamilliardär, Klimademagoge"
klimamafia,mafia,mafia,f,"['klimamafias', 'klimamafia']",,,"Counter({'Angela Merkel': 2, 'Bill McKibben': 2, 'Naomi Oreskes': 2, 'Christian Möser': 1, 'Greta Thunberg': 1, 'Harald Lesch': 1})","Counter({'Exxon': 2, 'UN': 1, 'EIKE': 1, 'NASA': 1})",,"Counter({'Zürcher': 1, 'gebürstet': 1})",negative,0.0,group,"['ein Verbrechersyndikat in den Vereinigten Staaten; in Familien organisiert; es wird angenommen, dass es wichtige Beziehungen zur sizilianischen Mafia hat', 'Kriminelle Gruppe.']",[],negative,-0.0769230769230769,negativ,,Fremdzuschreibung,0.0,0.0833333333333333,0,13,0.0,0.16219303428966,[],[],die,"Klimamafia, die
Der Begriff ""Klimamafia"" bezeichnet einen Zusammenschluss von Personen im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 13 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.162 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimamafia"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird in 8% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Bill McKibben. Im Kontext von ""Klimamafia"" erfolgt die Nennung folgender Organisation(en): Exxon, UN (Skeptiker Korpus)."
klimamahnwache,mahnwache,mahnwache,f,"['klimamahnwachen', 'klimamahnwache']","Counter({'Lilly Herkling': 2, 'Karl Bever': 2})","Counter({'Uni Hildesheim': 2, 'Daimler': 2, 'Dorsten Mercaden': 2, 'SBahn': 2, 'Denkmalplatz Mahnwache Leipzig': 2, 'Rees Plakataktion': 2})",,,Counter(),,neutral,0.0,abstraction,[],[],neutral,0.0,neutral,,,0.0,0.0,4,0,0.0230691843035464,0.0,"['Infopoint', 'Brunnen', 'Rathaus']",[],die,"Klimamahnwache, die
Der Begriff ""Klimamahnwache"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 4 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.023 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Lilly Herkling, Karl Bever. Im Kontext von ""Klimamahnwache"" erfolgt die Nennung folgender Organisation(en): Uni Hildesheim, Daimler (Vertreter Korpus).

Kollokationen: 'Rathaus', 'Brunnen' (Vertreter Korpus)"
klimamanipulation,manipulation,manipulation,f,"['klimamanipulationen', 'klimamanipulation']",,,Counter({'Kevin Trenberth': 1}),,,Counter(),negative,0.0,action,"['der Akt der Täuschung', 'die heimliche oder unsachgemäße Veränderung von etwas', 'die Vermischung mit Fremdstoffen; das Produkt der Verfälschung', 'geschickte oder hinterhältige Einflussnahme, insbesondere zum eigenen Vorteil', 'eine irreführende Unwahrheit', 'der Akt der Herbeiführung von Hypnose', '(Informatik) Datenverarbeitung, bei der das Ergebnis durch eine Regel vollständig spezifiziert ist (insbesondere die Verarbeitung, die sich aus einer einzigen Anweisung ergibt)', 'die Berührung mit den Händen (oder der geschickte Einsatz der Hände) oder durch den Einsatz mechanischer Mittel']",[],negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimamanipulation, die
Der Begriff ""Klimamanipulation"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Kevin Trenberth."
klimamantra,mantra,mantra,n,"['klimamantra', 'klimamantras', 'klimamantren']",,,,,,Counter(),negative,0.0,abstraction,"['ein Lieblingsspruch einer Gruppe, Organisation oder Einzelperson', 'die Reihenfolge der Wörter in einem Text', '(Sanskrit) wörtlich eine ""heilige Äußerung"" im Vedismus; eine Sammlung von mündlich überlieferten poetischen Hymnen', 'ein häufig wiederholtes Wort oder eine häufig wiederholte Phrase']",[],negative,-0.0411764705882352,neutral,,,0.0,0.0,0,2,0.0,0.0191856694893927,[],"['laufen', 'schon']",das,"Klimamantra, das
Der Begriff ""Klimamantra"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.019 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert.

Kollokationen: 'schon', 'laufen' (Skeptiker Korpus)"
klimamilliardär,milliardär,milliardär,m,"['klimamilliardär', 'klimamilliardären', 'klimamilliardäre', 'klimamilliardärs']",,,"Counter({'Harald Lesch': 1, 'Anders Levermann': 1, 'Ottmar Edenhofer': 1})","Counter({'Neue Zürcher Zeitung': 1, 'PIK': 1})",,Counter({'erster': 2}),negative,0.0,person,['ein Beutel mit Kordel zum Aufbewahren von Geld'],['macher'],negative,0.0933333333333333,negativ,,Fremdzuschreibung,0.0,0.0,0,2,0.0,0.0156966951518003,[],['erster'],der,"Klimamilliardär, der
Der Begriff ""Klimamilliardär"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimamilliardär"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Wörter wie 'erster' treten auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Harald Lesch und Anders Levermann. Im Kontext von ""Klimamilliardär"" erfolgt die Nennung folgender Organisation(en): Neue Zürcher Zeitung, PIK (Skeptiker Korpus).

Kollokationen: 'erster' (Skeptiker Korpus)

Siehe auch: Klimamacher"
klimamisere,misere,misere,f,"['klimamiseren', 'klimamisere']",,,,,,Counter(),negative,0.0,abstraction,"['eine Situation, aus der es schwierig ist, sich zu befreien, insbesondere eine unangenehme oder schwierige Situation', 'unnötige und unvorhergesehene Schwierigkeiten infolge eines unglücklichen Ereignisses', 'das völlige Missmanagement oder die falsche Handhabung einer Situation', None]",[],negative,-0.1807692307692307,neutral,,,0.0,1.0,0,1,0.0,0.0,[],[],die,"Klimamisere, die
Der Begriff ""Klimamisere"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 100% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimamonster,monster,monster,n,"['klimamonster', 'klimamonstern', 'klimamonsters']",,,,Counter({'UN': 1}),,Counter({'unmöglich': 1}),negative,0.0,person,"['eine grausam raubgierige Person', 'eine Person, die eine Verpackung öffnet oder auswickelt', 'eine grausame, bösartige und unmenschliche Person']",['teufel'],negative,-0.0588235294117647,negativ,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],das,"Klimamonster, das
Der Begriff ""Klimamonster"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimamonster"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimamonster"" erfolgt die Nennung folgender Organisation(en): UN (Skeptiker Korpus).

Siehe auch: Klimateufel"
klimamutti,mutti,mutti,f,"['klimamuttis', 'klimamutti']",,,,Counter({'Die Grünen': 1}),,Counter(),negative,0.0,person,"['eine Frau, die ein Kind geboren hat', 'Eine weibliche Person.', 'eine junge Frau']",[],negative,0.0,negativ,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimamutti, die
Der Begriff ""Klimamutti"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimamutti"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimamutti"" erfolgt die Nennung folgender Organisation(en): Die Grünen (Skeptiker Korpus)."
klimamärchenonkel,märchenonkel,märchenonkel,m,"['klimamärchenonkeln', 'klimamärchenonkels', 'klimamärchenonkel']",,,,"Counter({'ARD': 1, 'IPCC': 1})",,Counter(),negative,0.0,person,[None],[],negative,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],der,"Klimamärchenonkel, der
Der Begriff ""Klimamärchenonkel"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimamärchenonkel"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimamärchenonkel"" erfolgt die Nennung folgender Organisation(en): ARD, IPCC (Skeptiker Korpus)."
klimanationalismus,nationalismus,nationalismus,m,"['klimanationalismen', 'klimanationalismus']","Counter({'Yannick Passeick': 3, 'Lukas Nicolaisen': 2, 'Klara Kauhausen': 1, 'Max Goldenbaum': 1, 'Gaye Theresa Johnson': 1, 'Nene Opoku': 1, 'Alex Lubin': 1, 'Françoise Vergès': 1, 'Natascha Strobl': 1, 'Tobias Haas': 1, 'Jonas Voß': 1, 'Anna Rosga': 1, 'Jonas Duhme': 1})","Counter({'FARN': 3, 'AntiAKWBewegung': 2, 'Naturfreunde': 2, 'Open Knowledge Foundation e.V': 1, 'GoetheUniversität Frankfurt am Main': 1, 'Wissenschaftszentrum Berlin': 1, 'FU Berlin': 1, 'Forschungszentrum für Umweltpolitik': 1, 'FFU': 1, 'Tagesspiegel': 1, 'Frankfurter Rundschau': 1, 'www.fr.de': 1, 'Naturfreundejugend Deutschlands': 1, 'Fachstelle Radikalisierungsprävention': 1, 'Global Change Newsletter': 1, 'WDR': 1, 'WestfalenBlatt': 1, 'Juventa': 1, 'ÖkoMagazin': 1, 'IASS': 1, 'Institut für transformative Nachhaltigkeitsforschung': 1, 'www.adelphi.de': 1, 'NPD': 1, 'Eigenverlag': 1})","Counter({'Angela Merkel': 1, 'Olaf Scholz': 1})","Counter({'EU': 1, 'Bundestag': 1, 'TE': 1, 'IEA': 1})",Counter(),Counter({'deutsch': 1}),negative,0.0,abstraction,"['das Streben nach nationaler Unabhängigkeit, das von Menschen unter fremder Herrschaft empfunden wird']",[],neutral,0.0,neutral,,,0.0,0.0,12,1,0.0722037977148938,0.0,['Klimawandelleugnung'],[],der,"Klimanationalismus, der
Der Begriff ""Klimanationalismus"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 12 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.072 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Olaf Scholz und der Vertreter Korpus die Person(en) Yannick Passeick und Lukas Nicolaisen. Im Kontext von ""Klimanationalismus"" erfolgt die Nennung folgender Organisation(en): EU, Bundestag (Skeptiker Korpus) und FARN, AntiAKWBewegung (Vertreter Korpus).

Kollokationen: 'Klimawandelleugnung' (Vertreter Korpus)"
klimanonsens,nonsens,nonsens,m,"['klimanonsens', 'klimanonsenses']",,,,"Counter({'SPD': 1, 'AFD': 1, 'Linke': 1})",,Counter(),negative,0.0,abstraction,"['eine komische Begebenheit oder eine Reihe von Begebenheiten', 'unsinniges Gerede oder Schreiben']",[],negative,-0.0285714285714285,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimanonsens, der
Der Begriff ""Klimanonsens"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimanonsens"" erfolgt die Nennung folgender Organisation(en): SPD, AFD (Skeptiker Korpus)."
klimanotfall,notfall,notfall,m,"['klimanotfälle', 'klimanotfällen', 'klimanotfalls', 'klimanotfalles', 'klimanotfalle', 'klimanotfall']",,,"Counter({'Allan MacRae': 1, 'Joseph Kraig': 1, 'Stefan Rahmstorf': 1})","Counter({'American Meteorological Society': 1, 'ABC': 1, 'The Australian': 1, 'IPCC': 1})",,Counter({'kein': 2}),negative,0.0,abstraction,['eine schlechte oder schwierige Situation oder Lage'],['notlage'],negative,0.0,negativ,,,0.0,0.8333333333333334,0,6,0.0,0.0716249048365728,[],"['gekocht', 'geben']",der,"Klimanotfall, der
Der Begriff ""Klimanotfall"" wird in unserem Korpus 6 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.072 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 83% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Wörter wie 'kein' treten auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Allan MacRae und Joseph Kraig. Im Kontext von ""Klimanotfall"" erfolgt die Nennung folgender Organisation(en): American Meteorological Society, ABC (Skeptiker Korpus).

Kollokationen: 'gekocht', 'geben' (Skeptiker Korpus)

Siehe auch: Klimanotlage"
klimanotlage,notlage,notlage,f,"['klimanotlage', 'klimanotlagen']",,,Counter({'Claudia Kemfert': 3}),"Counter({'PIK': 3, 'SPD': 1, 'Die Grünen': 1, 'Linke': 1})",,Counter({'sogenannter': 1}),negative,0.0,abstraction,"['eine schlechte oder schwierige Situation oder Lage', 'ein Zustand des Unwohlseins aufgrund von Leid oder Unglück', None, 'ein Zustand oder eine Situation, die man kaum bewältigen kann und die große Anstrengungen erfordert, um sie zu ertragen oder zu überwinden']",['notfall'],negative,-0.0964285714285714,negativ,,,0.0,0.0,0,6,0.0,0.0716249048365728,[],"['rotgrünrot', 'Bremen']",die,"Klimanotlage, die
Der Begriff ""Klimanotlage"" wird in unserem Korpus 6 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.072 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Claudia Kemfert. Im Kontext von ""Klimanotlage"" erfolgt die Nennung folgender Organisation(en): PIK, SPD (Skeptiker Korpus).

Kollokationen: 'Bremen', 'rotgrünrot' (Skeptiker Korpus)

Siehe auch: Klimanotfall"
klimanotstandsregierung,notstandsregierung,notstandsregierung,f,"['klimanotstandsregierung', 'klimanotstandsregierungen']","Counter({'Angela Picciariello': 1, 'Carroll Muffett': 1, 'Elena Köhn': 1})","Counter({'ODI': 1, 'IISD': 1, 'Overseas Development Institute': 1, 'Exxon': 1, 'Shell': 1, 'WDR': 1, 'BP': 1})",,,"Counter({'gut': 2, 'noch': 2, 'global': 1, 'autokratisch': 1})",,neutral,0.0,group,[],[],neutral,0.0,negativ,,,0.0,0.0,6,0,0.0505125650531423,0.0,['gut'],[],die,"Klimanotstandsregierung, die
Der Begriff ""Klimanotstandsregierung"" bezeichnet einen Zusammenschluss von Personen im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 6 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.051 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Subdiskurs der Klimaforschungsvertreter wird der Begriff von Wörtern wie 'gut' und 'noch' modifiziert. Im Zusammenhang mit dem Begriff erwähnt der Vertreter Korpus die Person(en) Angela Picciariello, Carroll Muffett. Im Kontext von ""Klimanotstandsregierung"" erfolgt die Nennung folgender Organisation(en): ODI, IISD (Vertreter Korpus).

Kollokationen: 'gut' (Vertreter Korpus)"
klimaorthodoxie,orthodoxie,orthodoxie,f,['klimaorthodoxie'],,,,,,Counter(),negative,0.0,abstraction,"['die Eigenschaft, orthodox zu sein (insbesondere in der Religion)']",[],neutral,0.25,neutral,,,0.0,0.0,0,3,0.0,0.0331378774723968,[],[],die,"Klimaorthodoxie, die
Der Begriff ""Klimaorthodoxie"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.033 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimapanik,panik,panik,f,"['klimapanik', 'klimapaniken']","Counter({'Wolf Dieter Storl': 1, 'Karl Popper': 1})","Counter({'FFF': 2, 'ECI': 1, 'TU Berlin': 1})","Counter({'Michael Shellenberger': 2, 'Bjørn Lomborg': 1, 'Barack Obama': 1, 'Anthony Watts': 1, 'Patrick Michaels': 1, 'Fritz Vahrenholt': 1, 'James Hansen': 1, 'Tony Heller': 1, 'Henrik Svensmark': 1, 'Roy Spencer': 1, 'Paul Ehrlich': 1})","Counter({'Die Grünen': 1, 'EIKE': 1, 'ACHGUT': 1, 'IPCC': 1})",Counter({'initiiert': 1}),"Counter({'schon': 1, 'reversibel': 1, 'jederzeit': 1, 'öffentlich': 1, 'unhaltbar': 1, 'wissenschaftlich': 1, 'ungeniert': 1, 'kein': 1})",negative,0.0,abstraction,['plötzliche massive Angst und Beunruhigung vor erwarteten Ereignissen'],[],negative,-0.0428571428571428,neutral,,,0.0,0.0,2,12,0.0082929243285437,0.148240826306656,[],"['Auswirkung', 'Kind']",die,"Klimapanik, die
Der Begriff ""Klimapanik"" wird in unserem Korpus 12 Mal von den Klimaforschungsskeptikern und 2 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.148 für die Skeptiker und 0.008 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Shellenberger und Bjørn Lomborg und der Vertreter Korpus die Person(en) Wolf Dieter Storl und Karl Popper. Im Kontext von ""Klimapanik"" erfolgt die Nennung folgender Organisation(en): Die Grünen, EIKE (Skeptiker Korpus) und FFF, ECI (Vertreter Korpus).

Kollokationen: 'Auswirkung', 'Kind' (Skeptiker Korpus)"
klimapanikmache,panikmache,panikmache,f,['klimapanikmache'],,,"Counter({'Ivar Giaever': 2, 'Christian Endt': 2, 'Harald Lesch': 1, 'Milan Viethen': 1, 'Gunnar Kaiser': 1, 'Luisa Neubauer': 1, 'Greta Thunberg': 1})","Counter({'KGB': 1, 'Amnesty International': 1})",,Counter(),negative,0.0,action,[None],[],negative,0.0,negativ,,,0.0,0.0,0,4,0.0,0.0464972214860532,[],"['gefallen', 'aktiv']",die,"Klimapanikmache, die
Der Begriff ""Klimapanikmache"" wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.046 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Ivar Giaever und Christian Endt. Im Kontext von ""Klimapanikmache"" erfolgt die Nennung folgender Organisation(en): KGB, Amnesty International (Skeptiker Korpus).

Kollokationen: 'gefallen', 'aktiv' (Skeptiker Korpus)"
klimapapst,papst,papst,m,"['klimapäpsten', 'klimapapst', 'klimapapsts', 'klimapapste', 'klimapäpste', 'klimapapstes']",,,"Counter({'Holger Narrog': 1, 'Angela Merkel': 1})","Counter({'FDP': 1, 'Die Grünen': 1, 'UNEP': 1, 'PIK': 1, 'EIKE': 1})",,Counter(),positive,0.0,person,['das Oberhaupt der römisch-katholischen Kirche'],"['papst', 'päpstin']",neutral,0.0,negativ,,Fremdzuschreibung,0.0,0.4,0,7,0.0,0.0808322544578514,[],['Schellnhuber'],der,"Klimapapst, der
Der Begriff ""Klimapapst"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 7 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.081 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimapapst"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird in 40% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Holger Narrog und Angela Merkel. Im Kontext von ""Klimapapst"" erfolgt die Nennung folgender Organisation(en): FDP, Die Grünen (Skeptiker Korpus).

Kollokationen: 'Schellnhuber' (Skeptiker Korpus)

Siehe auch: Klimapäpstin"
klimaparadies,paradies,paradies,n,"['klimaparadiese', 'klimaparadiesen', 'klimaparadieses', 'klimaparadies']",,,Counter({'Valentina Zharkova': 1}),,,Counter(),positive,0.0,abstraction,"['Leben nach dem Tod', 'ein Schutzraum, der als Ort der Sicherheit oder der Zuflucht dient']",[],positive,0.0588235294117647,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],das,"Klimaparadies, das
Der Begriff ""Klimaparadies"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Valentina Zharkova."
klimapflicht,pflicht,pflicht,f,"['klimapflichten', 'klimapflicht']",,,,,,Counter(),negative,0.0,abstraction,"['was getan werden muss, was von einem verlangt oder erwartet wird']",[],negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimapflicht, die
Der Begriff ""Klimapflicht"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
