original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment
klimakompetenz,kompetenz,"['kompetenzen', 'kompetenz']",kompetenz,f,"['klimakompetenzen', 'klimakompetenz']","['(persönliche) Stärke', 'Wissensstand', 'Wissen', 'Kenntnis', 'Sachverstand', 'Techne', 'Potential', 'Eignung', 'Gelehrsamkeit', 'Bereich', 'Sachkenntnis', 'Verantwortlichkeit', 'Qualifikation', 'Befugnis', 'Obliegenschaft', 'Kenntnisstand', 'Kenne', 'Tauglichkeit', 'Verantwortung', 'Sachkunde', 'Kompetenz', 'mein zweiter Vorname', 'Zuständigkeit', 'Ahnung', 'Expertise', 'Vermögen', 'ausgeprägte Fähigkeit', 'Verantwortungsbereich', 'Befähigung', 'Horizont', 'Fähigkeit', 'Rüstzeug', 'Know-how', 'starke Seite', 'Können', 'besondere Fähigkeit', 'Potenzial']","['Obliegenschaft', 'Kompetenz', 'Zuständigkeit', 'Verantwortung', 'Bereich', 'Befugnis', 'Verantwortlichkeit', 'Verantwortungsbereich']","['Bereich', 'Verantwortlichkeit', 'Befugnis', 'Verantwortung', 'Verantwortungsbereich', 'Zuständigkeit', 'Kompetenz', 'Obliegenschaft']","['protection', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Aufmerksamkeit und Leitung, die Verantwortung für die Sicherheit beinhalten', 'Das psychologische Ergebnis von Wahrnehmung, Lernen und Schlussfolgern', 'die Eigenschaft, geeignet zu sein', None, None]",[],[],kompetenz,kompetenz,kompetenz,kompetenz,[],[],[],[],[],[],,,Counter({'Philipp Bovermann': 1}),,,['viel'],,0.0,,,0,1,,0.0,[],[],neutral
klimakonfusion,konfusion,"['konfusionen', 'konfusion']",konfusion,f,"['klimakonfusionen', 'klimakonfusion']","['Verstörtheit', 'Konfusion', 'Verwirrung', 'Zerstreutheit', 'Zerfahrenheit', 'Gedankenlosigkeit']",[],[],"['embarrassment', 'shame', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Gefühl der Peinlichkeit, das einen verwirrt']",['verwirrung'],['verwirrung'],konfusio,konfus,konfus,konfusion,[],[],[],[],[],['verwirrung'],,,,,,[],,0.0,,,0,1,,0.0,[],[],neutral
klimakonklave,konklave,"['konklave', 'konklaves', 'konklaven']",konklave,n,"['klimakonklave', 'klimakonklaves', 'klimakonklaven']","['Konklave', 'Papstwahl']","['Tagung', 'Kongress', 'Meeting', 'Symposium', 'Konferenz']","['Meeting', 'Tagung', 'Symposium', 'Konferenz', 'Kongress']","['meeting', 'group meeting', 'assembly', 'assemblage', 'gathering', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['eine vertrauliche oder geheime Sitzung'],[],[],konklav,konklav,konklav,konklav,[],[],[],[],[],[],,,"Counter({'Lord Monckton': 1, 'George Monbiot': 1})",,,['jung'],,0.0,,,0,2,,0.0191856694893927,[],[],negative
klimakonsens,konsens,"['konsense', 'konsens', 'konsenses', 'konsensen']",konsens,m,"['klimakonsense', 'klimakonsens', 'klimakonsenses', 'klimakonsensen']","['Harmonie', 'Übereinkommen', 'Zustimmung', 'Einvernehmen', 'Eintracht', 'Einmütigkeit', 'Gleichgestimmtheit', 'Übereinstimmung', 'Konformität', 'Konsensus', 'Einstimmigkeit', 'Einhelligkeit', 'Einigkeit', 'Einklang', 'Konsens', 'Konformismus', 'traute Harmonie']","['Deckungsgleichheit', 'Kongruenz', 'Übereinstimmung']","['Kongruenz', 'Übereinstimmung', 'Deckungsgleichheit']","['harmony', 'concordance', 'concord', 'order', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Harmonie der Meinungen, Handlungen oder Charaktere von Menschen']",[],[],kon,konsen,kons,kons,[],[],[],[],[],[],,"Counter({'SPD': 2, 'CDU': 2, 'FFF': 1, 'ravensburg': 1, 'GradZiel': 1, 'MAPA': 1, 'Scientists For Future': 1})","Counter({'Barack Obama': 2, 'Stefan Rahmstorf': 1, 'Angela Merkel': 1, 'Harald Lesch': 1})","Counter({'IOP': 2, 'NY Times': 1, 'FFF': 1, 'Spiegel Online': 1, 'IPCC': 1, 'Natural News': 1})",[],['angeblich'],0.0,0.5,,,2,3,0.0082929243285437,0.0300764987421918,"['Forderung', 'CDU']",[],neutral
klimakonsortium,konsortium,"['konsortium', 'konsortiums', 'konsortien']",konsortium,n,"['klimakonsortium', 'klimakonsortiums', 'klimakonsortien']",[],[],[],[],group,[],[],[],konsortium,konsortium,konsort,konsortium,[],[],[],[],[],[],"Counter({'Peter Gleick': 1, 'Ed Hawkins': 1, 'Toralf Staud': 1, 'Nick Reimer': 1})","Counter({'Deutsche Meteorologische Gesellschaft': 4, 'IPCC': 4, 'DWD': 4, 'DMG': 4, 'Deutscher Wetterdienst': 3, 'Deutsches KlimaKonsortium': 2, 'Nationale Akademie der Wissenschaften': 1, 'Österreichische Akademie der Wissenschaften': 1, 'Australian Meteorological and Oceanographic Society': 1, 'SkepticalScience.com': 1, 'Federation of American Scientists - Federation of Australian Scientific and Technological Societies': 1, 'Academie des Sciences': 1, 'American Physical Society': 1, 'Accademia dei Lincei': 1, 'International Union for Quaternary Research': 1, 'Chinese Academy of Sciences': 1, 'European Federation of Geologists - European Geosciences': 1, 'National Academy of Sciences': 1, 'Academia Brasiliera de Ciencias': 1, 'Royal Society of Canada': 1, 'WissenschaftsAkademien': 1, 'American Institute of Physics - American Meteorological Society': 1, 'International Union of Geodesy and Geophysics - Leopoldina': 1, 'Royal Society of the UK': 1, 'Indian National Science Academy': 1, 'American Association for the Advancement of Science - American Astronomical Society': 1, 'Academia Mexicana de Ciencias': 1, 'Royal Society': 1, 'Deutsche Akademie der Naturforscher Leopoldina - Frankreich': 1, 'CCCA': 1, 'NCCS': 1, 'Climate Media Factory': 1, 'Kiepenheuer & Witsch': 1})",,"Counter({'EIKE': 1, 'DWD': 1, 'Deutschen Wetterdienstes': 1})","['deutsch', 'extrem', 'deutsch', 'deutsch', 'deutsch', 'deutsch', 'deutsch', 'deutsch']",['deutsch'],0.0,0.5,,,7,2,0.0442430619665561,0.0156966951518003,"['deutsch', 'DKK']",[],neutral
klimakontrolle,kontrolle,"['kontrollen', 'kontrolle']",kontrolle,f,"['klimakontrollen', 'klimakontrolle']","['Arbeit', 'Beherrschung', 'Schularbeit', 'Leistungsnachweis', 'Fassung', 'Inspektion', 'Kontrolle', 'Klausur', 'Leistungsüberprüfung', 'Schulaufgabe', 'Begehung', 'Prüfung', 'Lernerfolgskontrolle', 'Contenance', 'Haltung', 'Sichtung', 'Überprüfung', 'Test', 'Screening', 'Klassenarbeit']","['Untersuchung', 'kritische Auseinandersetzung', 'Analyse', 'Prüfungsleistung', 'Ermittlung', 'Prüfung']","['Rastlosigkeit', 'Beweglichkeit', 'Regsamkeit', 'Betriebsamkeit', 'Unternehmungsgeist', 'Umtrieb', 'Rührigkeit', 'Geschäftigkeit', 'Aktivität']","['review', 'inspection', 'scrutiny', 'examination', 'investigation', 'investigating', 'work', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['die Handlung der Inspektion oder Überprüfung', 'eine meist offizielle Abfrage mündlich oder schriftlich in einem Fachgebiet', 'Macht, zu beherrschen oder zu besiegen']",[],[],kontroll,kontrol,kontrol,kontroll,[],[],[],[],[],[],,,"Counter({'Greta Thunberg': 1, 'Angela Merkel': 1})","Counter({'CSU': 1, 'IPCC': 1})",,"['unbescheiden', 'höchst']",,0.0,,,0,3,,0.0300764987421918,[],[],neutral
klimakontroverse,kontroverse,"['kontroversen', 'kontroverse']",kontroverse,f,"['klimakontroversen', 'klimakontroverse']","['Gegensatz', 'Spannungsfeld', 'Auseinandersetzung', 'Fehde', 'Kontroverse', 'Streitfrage', 'Dissens', 'Meinungsverschiedenheit', 'Konflikt', 'Streit']","['Diskussion', 'Gespräch', 'Unterredung', 'Wortwechsel', 'Zwiesprache', 'Unterhaltung', 'Zwiegespräch', 'Gedankenaustausch', 'Austausch', 'Konversation', 'Aussprache', 'Dialog']","['Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis', 'Verständigung', 'Austausch', 'Kommunikation']","['disagreement', 'speech act', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Dialog mit großer Nicht-Übereinstimmung.', 'eine umstrittene Sprechhandlung; ein Streitfall, bei dem starke Meinungsverschiedenheiten herrschen', 'eine Meinungsverschiedenheit']",[],"['krieg', 'show']",kontrov,kontrovers,kontrovers,kontrovers,[],[],[],[],[],"['krieg', 'show']",,,,,,[],,0.0,,,0,1,,0.0,[],[],neutral
klimakreationismus,kreationismus,['kreationismus'],kreationismus,m,['klimakreationismus'],[],[],[],[],abstraction,[],[],[],kreationismu,kreationismu,kreationism,kreationismus,[],[],[],[],[],[],,,Counter({'Ursula von der Leyen': 1}),,,[],,0.0,,,0,1,,0.0,[],[],neutral
klimakreuzzug,kreuzzug,"['kreuzzügen', 'kreuzzüge', 'kreuzzugs', 'kreuzzuge', 'kreuzzuges', 'kreuzzug']",kreuzzug,m,"['klimakreuzzügen', 'klimakreuzzüge', 'klimakreuzzugs', 'klimakreuzzuge', 'klimakreuzzuges', 'klimakreuzzug']","['Kampf', 'Propagandafeldzug', 'Kreuzzug', 'Feldzug', 'Kampagne']","['Risiko auf sich nehmen', 'etwas riskieren', 'Risiko eingehen', 'sich wagen', 'sich trauen', 'sich aus dem Fenster lehnen', 'es darauf ankommen lassen', 'es wissen wollen', 'mutig sein', 'Risiken eingehen', 'mit dem Feuer spielen', 'Schicksal herausfordern', 'auf schmalem Grat wandern', 'ganz schön mutig sein', 'sich auf dünnem Eis bewegen', 'es auf einen Versuch ankommen lassen']","['arbeiten', 'schaffen', 'sich betätigen', 'tätig sein', 'wirken', 'werken']","['pugilism', 'boxing', 'fisticuffs', 'contact sport', 'athletics', 'sport', 'recreation', 'diversion', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['ein Box- oder Wrestlingkampf'],[],[],kreuzzug,kreuzzug,kreuzzug,kreuzzug,[],[],[],[],[],[],,,,,,[],,0.0,,,0,1,,0.0,[],[],negative
klimakrieg,krieg,"['krieg', 'kriege', 'kriegs', 'kriegen', 'krieges']",krieg,m,"['klimakrieg', 'klimakriege', 'klimakriegs', 'klimakriegen', 'klimakrieges']","['Kampfhandlungen', 'kriegerische Auseinandersetzung', 'militärische Auseinandersetzung', 'kriegsähnliche Zustände', 'militärische Option', 'Feldzug', 'bewaffnete Auseinandersetzung', 'die Fortsetzung der Politik mit anderen Mitteln', 'militärisch ausgetragener Konflikt', 'Orlog', 'Waffengang', 'bewaffneter Konflikt', 'Krieg']","['Auseinandersetzung', 'Fehde', 'Kontroverse', 'Konflikt', 'Streit']","['Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis', 'Verständigung', 'Austausch', 'Kommunikation']","['action', 'military action', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Aktive Auseinandersetzung zwischen mindestens zwei Parteien wie Staaten, ethnischen oder sozialen Gruppen']",[],"['kontroverse', 'show']",krieg,krieg,krieg,krieg,"['krieg', 'krieger']",[],"['krieg', 'krieger']","['krieg', 'krieger']","['krieg', 'krieger']","['kontroverse', 'show', 'krieg', 'krieger', 'krieg', 'krieger', 'krieg', 'krieger']",,,,,,['kein'],,0.1428571428571428,,,0,5,,0.0564898091155786,[],[],neutral
klimakrieger,krieger,"['kriegers', 'kriegern', 'krieger']",krieger,m,"['klimakriegers', 'klimakriegern', 'klimakrieger']","['Kämpfer', 'Kämpe', 'Streiter', 'Ritter', 'Soldat', 'Krieger', 'Recke']",[],[],"['disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Streitender, der sich streitet', 'ursprünglich eine Person von adliger Geburt, die zu Waffen und Rittertum ausgebildet wurde; heute in Großbritannien eine Person, die vom Herrscher für persönliche Verdienste geehrt wird']",['streiter'],['streiter'],krieg,krieger,krieg,krieg,"['krieg', 'krieger']",[],"['krieg', 'krieger']","['krieg', 'krieger']","['krieger', 'krieg']","['streiter', 'krieg', 'krieger', 'krieg', 'krieger', 'krieger', 'krieg']",,,,,,['kein'],,0.0,,External,0,2,,0.0156966951518003,[],[],negative
klimakritik,kritik,"['kritik', 'kritiken']",kritik,f,"['klimakritik', 'klimakritiken']","['Rezension', 'Einschätzung', 'Besprechung', 'Kritik', 'Bemängelung', 'kritische Würdigung', 'Durchsicht', 'Beanstandung', 'Beurteilung', 'Urteil']",[],[],"['judgement', 'assessment', 'judgment', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['das endgültige Urteil in einem Gerichtsverfahren; der Akt der Urteilsverkündung auf der Grundlage der vorgelegten Beweise', 'eine ernsthafte Prüfung und Beurteilung einer Sache']",[],[],kritik,kritik,kritik,kritik,"['kritik', 'kritiker']","['kritik', 'kritiker']","['kritik', 'kritiker']","['kritik', 'kritiker']",[],"['kritik', 'kritiker', 'kritik', 'kritiker', 'kritik', 'kritiker']",,,,"Counter({'SPD': 1, 'Bundestag': 1, 'IPCC': 1, 'EIKE': 1})",,[],,0.0,,,0,1,,0.0,[],[],negative
klimakritiker,kritiker,"['kritikers', 'kritikern', 'kritiker']",kritiker,m,"['klimakritikers', 'klimakritikern', 'klimakritiker']","['Zensor', 'Kritiker', 'Rezensent', 'Bewerter', 'Begutachter', 'Beurteiler', 'Besprecher', 'Zensurenverteiler']",[],[],"['authority', 'expert', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'authority', 'expert', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Autorität, die in der Lage ist, den Wert oder die Qualität zu beurteilen']",[],[],kritik,kritik,kritik,kritik,"['kritik', 'kritiker']","['kritik', 'kritiker']","['kritik', 'kritiker']","['kritik', 'kritiker']",[],"['kritik', 'kritiker', 'kritik', 'kritiker', 'kritik', 'kritiker']",,,,"Counter({'IPCC': 1, 'EIKE': 1})",,[],,0.0,,Self,0,2,,0.0156966951518003,[],[],negative
klimakult,kult,"['kult', 'kultes', 'kulten', 'kults', 'kulte']",kult,m,"['klimakult', 'klimakultes', 'klimakulten', 'klimakults', 'klimakulte']","['Anbetung', 'Kultus', 'Vergötterung', '(übertriebene) Verehrung', 'Kult']","['leiden mögen', 'für etwas übrig haben', 'ins Herz geschlossen haben', 'eingenommen sein', 'in sein Herz geschlossen haben', 'sein Herz gehängt haben', 'lieb gewonnen haben', 'lieben', 'vergöttern', 'Schwäche haben für', 'einen Narren gefressen haben', 'gut leiden können', 'Ein und Alles sein', 'lieb haben', 'gut ausstehen können', 'mit jemandem können', 'gefallen', 'ans Herz gewachsen', 'Gefallen finden an', 'liebgewonnen haben', 'sich hingezogen fühlen zu', 'ins Herz schließen', 'verliebt sein', 'mögen', 'mit jemandem gut können', 'gernhaben', 'liebhaben', 'sympathisch finden', 'auf jemanden stehen', 'gewogen sein']","['mögen', 'Gefallen finden an', 'einen Narren gefressen haben', 'vergöttern', 'sympathisch finden', 'lieb haben', 'mit jemandem gut können', 'liebgewonnen haben', 'in sein Herz geschlossen haben', 'ins Herz schließen', 'lieb gewonnen haben', 'für etwas übrig haben', 'ans Herz gewachsen', 'leiden mögen', 'liebhaben', 'gut leiden können', 'mit jemandem können', 'gut ausstehen können', 'gernhaben', 'gewogen sein', 'gefallen', 'auf jemanden stehen', 'Ein und Alles sein', 'Schwäche haben für', 'eingenommen sein', 'verliebt sein', 'sich hingezogen fühlen zu', 'lieben', 'ins Herz geschlossen haben', 'sein Herz gehängt haben']","['fashion', 'style', 'trend', 'vogue', 'perceptiveness', 'taste', 'discernment', 'appreciation', 'discrimination', 'secernment', 'basic cognitive process', 'operation', 'process', 'cognitive operation', 'cognitive process', 'mental process', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Interesse, das mit übertriebenem Eifer verfolgt wird', 'der Akt der Bewunderung']",[],[],kul,kult,kult,kult,[],[],[],[],[],[],,,"Counter({'Charlie Baker': 2, 'David Ismay': 2})","Counter({'EIKE': 4, 'Amnesty International': 2, 'Boston Herald': 1})",,"['mehr', 'erschwinglich']",,0.0,,,0,8,,0.112180112461499,[],[],negative
klimakäse,käse,"['käsen', 'käse', 'käses']",käse,m,"['klimakäsen', 'klimakäse', 'klimakäses']","['Bullshit', 'Heckmeck', 'Blödsinn', 'Schmarren', 'Gelaber', 'Kohl', 'Quark', 'Schmonzes', 'Käse', 'Krampf', 'Schmu', 'Quatsch mit Soße', 'Blech', 'Mumpitz', 'Sottise', 'Stuss', 'geistiger Dünnschiss', 'Scheiße', 'Unfug', 'Pipifax', 'Schmarrn', 'Gefasel', 'Kokolores', 'dümmliches Gerede', 'Nonsense', 'Kappes', 'geistiger Durchfall', 'Geschwafel', 'Schwachsinn', 'Schwachfug', 'gequirlte Scheiße', 'Kiki', 'Schmäh', 'Gewäsch', 'Driss', 'Firlefanz', 'Widersinn', 'Humbug', 'Tinnef', 'Bockmist', 'Fez', 'dummes Zeug', 'saudummes Zeug', 'Pillepalle', 'Mist', 'Scheiß', 'Papperlapapp', 'Unsinn', 'Nonsens', 'Quatsch']","['Gelaber', 'leere Worte', 'Geschwalle', 'Luftblasen', 'leeres Gerede', 'Geblubber', 'langweilige Rede', 'warme Worte', 'Geschwätz', 'hohle Phrasen', 'Gefasel', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Sermon', 'Gewäsch', 'Geplänkel', 'dummes Zeug', 'Geseire', 'Blabla', 'Gerede', 'Geschwurbel', 'Gemunkel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'quatsch', 'unfug', 'unsinn']","['blödsinn', 'gefasel', 'quatsch', 'unfug', 'unsinn']",kas,käse,käse,kas,[],[],[],[],[],"['blödsinn', 'gefasel', 'quatsch', 'unfug', 'unsinn']",,,Counter({'Anne Hübner': 1}),Counter({'Antifa': 1}),,"['weiterhin', 'exklusiv']",,0.0,,,0,2,,0.0191856694893927,[],[],negative
klimakönigin,königin,"['königin', 'königinnen']",königin,f,"['klimakönigin', 'klimaköniginnen']","['Dame', 'Monarchin', 'Queen', 'Königin']",[],[],"['female aristocrat', 'blue blood', 'patrician', 'aristocrat', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'female aristocrat', 'blue blood', 'patrician', 'aristocrat', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['die Frau oder Witwe eines Königs', 'eine weibliche souveräne Herrscherin']",[],[],konigi,königin,königin,konigin,[],[],[],[],[],[],,,Counter({'Raimund Leistenschneider': 1}),,,[''],,1.0,,External,0,1,,0.0,[],[],neutral
klimalaie,laie,"['laien', 'laie']",laie,m,"['klimalaien', 'klimalaie']","['Murkser', 'Pfuscher', 'Laie', 'Dilettant', 'Amateur', 'Praktikant', 'hat keine Ahnung', 'Nichtfachmann', 'Stümper', 'nicht vom Fach', 'Anfänger']",[],[],"['incompetent', 'incompetent person', 'unskilled person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'incompetent', 'incompetent person', 'unskilled person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['Jemand, der in einem Gebiet nicht gut ausgebildet ist.']",[],[],laie,laie,lai,laie,[],[],[],[],[],[],,,Counter({'Horst-Joachim Lüdecke': 1}),"Counter({'IPCC': 1, 'EIKE': 1})",,[],,0.0,,External,0,2,,0.0156966951518003,[],[],negative
klimaleidenschaftlichkeit,leidenschaftlichkeit,"['leidenschaftlichkeiten', 'leidenschaftlichkeit']",leidenschaftlichkeit,f,"['klimaleidenschaftlichkeiten', 'klimaleidenschaftlichkeit']","['Leidenschaft', 'Tatkraft', 'Feuer', 'Herzblut', 'Leidenschaftlichkeit', 'innere Kraft', 'Eifer', 'Stärke', 'Energie', 'Passion', 'Heftigkeit', 'Dynamik', 'Verve', 'Energeia']","['Inzentiv', 'Ansporn', 'Anregung', 'Aufhänger', 'Antrieb', 'Stimulus', 'Reiz', 'Anreiz', 'Motivierung', 'Motivation']","['Antrieb', 'Reiz', 'Motivation', 'Anregung', 'Anreiz', 'Ansporn', 'Inzentiv', 'Motivierung', 'Stimulus', 'Aufhänger']",[],abstraction,['psychischer Antrieb'],[],[],leidenschaftlichkei,leidenschaftlichkeit,leidenschaftlichkeit,leidenschaft,[],[],[],[],[],[],,,,,,['groß'],,0.0,,,0,2,,0.0191856694893927,[],[],neutral
klimaleugner,leugner,"['leugner', 'leugners', 'leugnern']",leugner,m,"['klimaleugner', 'klimaleugners', 'klimaleugnern']",[],[],[],[],person,[],[],[],leug,leugner,leugn,leugn,[],[],[],[],"['leugner', 'leugnung']","['leugner', 'leugnung']","Counter({'Greta Thunberg': 9, 'Tom Buhrow': 4, 'Armin Laschet': 3, 'Nina Janisch': 2, 'Wolf Dieter Storl': 2, 'Stefan Rahmstorf': 1, 'Wolfgang Peter': 1, 'Dieter Nuhr': 1, 'Susanne Götze': 1, 'Yannick Passeick': 1, 'Jonas Voß': 1, 'Ken Jebsen': 1})","Counter({'AFD': 13, 'FFF': 12, 'EIKE': 8, 'WDR': 6, 'NDR': 4, 'Springerpresse': 3, 'UN': 3, 'Spiegel': 3, 'UndercoverRecherche': 2, 'FH': 2, 'Parents for Future': 2, 'www.klimafakten.de': 2, 'FDP': 1, 'SPD': 1, 'BUND': 1, 'EndzeitPropheten': 1, 'PIK': 1, 'IPCC': 1, 'NRWCDUMP': 1, 'Union': 1, 'ARD': 1, 'ZAP': 1, 'Public Climate School': 1, 'PCS': 1, 'Students for Future': 1, 'INSM': 1, 'KlimaschutzOrganisationen': 1, 'Europäische Institut für Klima und Energie': 1, 'Heartland Institute': 1, 'ZA': 1, 'PEGIDA': 1, 'USamerikanische Institut': 1, 'Fridays for Hubraum': 1, 'EW': 1, 'POLIS': 1, 'FARN': 1, 'Deutschen Vereinigung für politische Bildung': 1, 'TU Berlin': 1, 'KatapultMagazin': 1, 'Netzwerkes Solidarische Landwirtschaft': 1, 'Netzwerks Solidarische Landwirtschaft e.V': 1, 'FriedrichEbertStiftung': 1})","Counter({'Stefan Rahmstorf': 8, 'Michael Limburg': 5, 'Hans Joachim Schellnhuber': 5, 'Greta Thunberg': 5, 'Tuilaepa Sailele': 3, 'Barack Obama': 3, 'Angela Merkel': 3, 'Fritz Vahrenholt': 3, 'Claudia Kemfert': 3, 'Michael Mann': 2, 'Svenja Schulze': 2, 'Karsten Hilse': 2, 'Günter Leudinger': 2, 'Eric Worrall': 2, 'Luisa Neubauer': 2, 'Bjørn Lomborg': 2, 'Horst-Joachim Lüdecke': 1, 'Michael Merrifield': 1, 'Andreas Demmig': 1, 'James Hansen': 1, 'Sterling Burnett': 1, 'Gerhard Gerlich': 1, 'Harald Lesch': 1, 'Hartmut Graßl': 1, 'Nigel Calder': 1, 'Barbara Hendricks': 1, 'Anton Hofreiter': 1, 'Donald Trump': 1, 'Bette Midler': 1, 'Scott Pruitt': 1, 'Lisa Eckhart': 1, 'Dieter Nuhr': 1, 'Roy Spencer': 1, 'Arnold Vaatz': 1, 'Jan Veizer': 1, 'Frank-Walter Steinmeier': 1, 'Naomi Seibt': 1, 'Achim Fahnenschild': 1, 'Bill McKibben': 1, 'Marc Morano': 1, 'Gerald Pesch': 1, 'Wolfgang Thüne': 1, 'Stephan Lewandowsky': 1, 'John Cook': 1, 'Nikolai Tesla': 1, 'Lord Monckton': 1, 'Michael Schnell': 1, 'Anders Levermann': 1, 'Hubert Lamb': 1})","Counter({'EIKE': 25, 'IPCC': 7, 'ARD': 6, 'Bundestag': 6, 'AFD': 6, 'PIK': 4, 'Die Grünen': 4, 'Spiegel': 4, 'SPIEGEL': 4, 'Tagesspiegel': 3, 'UN': 3, 'IG Metall Organisation': 2, 'WUWT': 2, 'rbb': 2, 'ZDF': 2, 'SPD': 2, 'Greenpeace': 2, 'Tesla': 2, 'CDU': 2, 'DER SPIEGEL': 2, 'Bayerisches Landesamt für Umwelt': 1, 'IR': 1, 'DWD': 1, 'katholische Kirche': 1, 'The Toronto Sun': 1, 'Spiegel Online': 1, 'Welt': 1, 'Berliner Tagesspiegel': 1, 'BP': 1, 'Universität von East Anglia': 1, 'WIKIPEDIA': 1, 'Umweltbundesamt': 1, 'Bund für Umwelt und Naturschutz': 1, 'Bundesministerium für Wirtschaft und Energie': 1, 'BUND': 1, 'NABU': 1, 'Linke': 1, 'NY Times': 1, 'TaxifahrerVereinigung': 1, 'IndividualFahrzeuge': 1, 'NDR': 1, 'wdr': 1, 'Mrd': 1, 'Kuratoriums': 1, 'Universität Alabama': 1, 'Spektrum.de': 1, 'T2': 1, 'EU': 1, 'Daimler': 1, 'AWI': 1, 'CNN': 1, 'Shell': 1, 'BfE': 1, 'Bundesamt für Energie': 1, 'Zentralinstitut für organische Chemie': 1, 'Instituts für Paläogeophysik und Geodynamik': 1, 'Universität Rostock': 1, 'PG': 1, 'FAS': 1})","['völlig', 'rechtsradikal', 'gerade', 'also', 'irrational', 'ökonomisch', 'sogenannter', 'einzeln', 'deutsch', 'vieler', 'auffällig']","['genannt', 'einflussreich', 'einiger', 'wirklich', 'heutig', 'sicher', 'kein', 'wirklich', 'bezahlt', 'ungeeignet', 'wohl', 'wahr', 'wahr', 'irreführend', 'notorisch', 'kein', 'genannt', 'kein', 'unwissend', 'vermeintlich', 'uneinsichtig', 'typisch', 'nur', 'heute', 'gewalttätige', 'nur', 'charmant', 'durchaus', 'rechter', 'kein']",0.0256410256410256,0.392,External,Self,41,127,0.0957715652833177,0.964682720612848,['AfD'],"['EIKE', 'Todesstrafe', 'AfD', 'Erfindung', 'geben', 'fordern', 'befinden', 'sagen', 'Ausdruck', 'diffamier']",negative
